"Day","Hour","Irradiance","Month","omega","delta","alpha_s","gamma_s","theta_i","IncidentFlux"
1,22,0,1,150,-23.0116367278692,-58.1420754666886,60.682640426979,127.32572967356,0
1,23,0,1,165,-23.0116367278692,-66.4276002883083,36.5623194824892,129.283320429727,0
2,0,0,1,-180,-22.9305436083077,-69.8824436083077,-1.87884343481616e-14,129.882443608308,0
2,1,0,1,-165,-22.9305436083077,-66.3561210854394,-36.4666863022149,129.202613191451,0
2,2,0,1,-150,-22.9305436083077,-58.0835113885423,-60.57645504223,127.246009500964,0
2,3,0,1,-135,-22.9305436083077,-47.8902802619662,-76.2118889134499,124.233328298771,0
2,4,0,1,-120,-22.9305436083077,-37.0471759690981,-87.8737564563607,120.460905840238,0
2,5,0,1,-105,-22.9305436083077,-26.1134298260677,-82.1904085587629,108.67351776926,0
2,6,78.7111214918297,1,-90,-22.9305436083077,-15.4237595412737,-72.8208425565449,95.0464288349034,0
2,7,152.84783870584,1,-75,-22.9305436083077,-5.26498897765565,-63.2992398560648,81.7061943499863,22.0481816252775
2,8,218.101595113555,1,-60,-22.9305436083077,4.04618803877258,-53.0903164880918,68.8607072773859,78.6554027060888
2,9,270.680079580312,1,-45,-22.9305436083077,12.1194410291857,-41.7648586408964,56.8760197508485,147.913813547431
2,10,307.527621703918,1,-30,-22.9305436083077,18.4760245723539,-29.0461595447575,46.446297526663,211.897035185482
2,11,326.502776271515,1,-15,-22.9305436083077,22.5906143026682,-14.9618364163075,38.861520020254,254.236191049907
2,12,326.502776271515,1,0,-22.9305436083077,24.0213563916924,0,35.9786436083076,264.217810082812
2,13,307.527621703918,1,15,-22.9305436083077,22.5906143026682,14.9618364163075,38.861520020254,239.46090773704
2,14,270.680079580312,1,30,-22.9305436083077,18.4760245723539,29.0461595447575,46.446297526663,186.507820107489
2,15,218.101595113555,1,45,-22.9305436083077,12.1194410291857,41.7648586408964,56.8760197508485,119.1821678346
2,16,152.84783870584,1,60,-22.9305436083077,4.04618803877258,53.0903164880918,68.8607072773859,55.1225143488919
2,17,78.7111214918298,1,75,-22.9305436083077,-5.26498897765565,63.2992398560648,81.7061943499863,11.3540179388538
2,18,4.02787353177363e-14,1,90,-22.9305436083077,-15.4237595412737,72.8208425565449,95.0464288349034,0
2,19,0,1,105,-22.9305436083077,-26.1134298260677,82.1904085587629,108.67351776926,0
2,20,0,1,120,-22.9305436083077,-37.0471759690981,87.8737564563607,120.460905840238,0
2,21,0,1,135,-22.9305436083077,-47.8902802619662,76.2118889134499,124.233328298771,0
2,22,0,1,150,-22.9305436083077,-58.0835113885423,60.57645504223,127.246009500964,0
2,23,0,1,165,-22.9305436083077,-66.3561210854394,36.4666863022149,129.202613191451,0
3,0,0,1,-180,-22.8426556737933,-69.7945556737933,-1.87222235840785e-14,129.794555673793,0
3,1,0,1,-165,-22.8426556737933,-66.2785867940834,-36.3636537931579,129.115142468957,0
3,2,0,1,-150,-22.8426556737933,-58.019940831418,-60.4617655037615,127.159606248625,0
3,3,0,1,-135,-22.8426556737933,-47.8342253402869,-76.1109946793223,124.148214122805,0
3,4,0,1,-120,-22.8426556737933,-36.9935936200759,-87.7865029377987,120.376870047401,0
3,5,0,1,-105,-22.8426556737933,-26.0590886629695,-82.2673178740593,108.663318995289,0
3,6,77.009116731901,1,-90,-22.8426556737933,-15.366432054525,-72.8899390487183,95.0280776561553,0
3,7,149.542743516094,1,-75,-22.8426556737933,-5.20299514744783,-63.3617988079741,81.6790106937035,21.6416294569262
3,8,213.385489612887,1,-60,-22.8426556737933,4.11411986127024,-53.1462215812523,68.8232532125108,77.0846889882276
3,9,264.827046678076,1,-45,-22.8426556737933,12.1940468902364,-41.8123813520982,56.8260641177903,144.908730462022
3,10,300.877818397482,1,-30,-22.8426556737933,18.5571253765279,-29.0818751076978,46.3812490027103,207.562519958975
3,11,319.442664957998,1,-15,-22.8426556737933,22.6766371022414,-14.9813494128171,38.7810540734494,249.019970795373
3,12,319.442664957998,1,0,-22.8426556737933,24.1092443262067,0,35.8907556737933,258.792078693101
3,13,300.877818397482,1,15,-22.8426556737933,22.6766371022414,14.9813494128171,38.7810540734494,234.547835243511
3,14,264.827046678076,1,30,-22.8426556737933,18.5571253765279,29.0818751076978,46.3812490027103,182.692660610752
3,15,213.385489612887,1,45,-22.8426556737933,12.1940468902364,41.8123813520982,56.8260641177903,116.760809693312
3,16,149.542743516094,1,60,-22.8426556737933,4.11411986127024,53.1462215812523,68.8232532125108,54.0217420373658
3,17,77.0091167319011,1,75,-22.8426556737933,-5.20299514744783,63.3617988079741,81.6790106937035,11.1446582423949
3,18,3.94077707331215e-14,1,90,-22.8426556737933,-15.366432054525,72.8899390487183,95.0280776561553,0
3,19,0,1,105,-22.8426556737933,-26.0590886629695,82.2673178740593,108.663318995289,0
3,20,0,1,120,-22.8426556737933,-36.9935936200759,87.7865029377987,120.376870047401,0
3,21,0,1,135,-22.8426556737933,-47.8342253402869,76.1109946793223,124.148214122805,0
3,22,0,1,150,-22.8426556737933,-58.019940831418,60.4617655037615,127.159606248625,0
3,23,0,1,165,-22.8426556737933,-66.2785867940834,36.3636537931579,129.115142468957,0
4,0,0,1,-180,-22.7479989674178,-69.6998989674178,-1.86515280834244e-14,129.699898967418,0
4,1,0,1,-165,-22.7479989674178,-66.195005290269,-36.2533938997147,129.020933946878,0
4,2,0,1,-150,-22.7479989674178,-57.951359399472,-60.3386984461156,127.066544744849,0
4,3,0,1,-135,-22.7479989674178,-47.7737546458477,-76.0025737056178,124.056538451979,0
4,4,0,1,-120,-22.7479989674178,-36.9358132564161,-87.6926670020645,120.286354588425,0
4,5,0,1,-105,-22.7479989674178,-26.0005168414746,-82.350070651964,108.652284511475,0
4,6,75.3144311270698,1,-90,-22.7479989674178,-15.3046656387648,-72.9643145793698,95.0083004573771,0
4,7,146.251861273853,1,-75,-22.7479989674178,-5.1362199079917,-63.4291620132027,81.649753409977,21.2392698096595
4,8,208.689664847285,1,-60,-22.7479989674178,4.18727914840125,-53.2064429279844,68.7829624102796,75.5251636372703
4,9,258.999183655861,1,-45,-22.7479989674178,12.2743894829287,-41.8635939949706,56.7723278754717,141.923081145486
4,10,294.256611334085,1,-30,-22.7479989674178,18.644464714268,-29.120379324809,46.3112557600559,203.254920822624
4,11,312.412914340835,1,-15,-22.7479989674178,22.7692823807895,-15.0023926244718,38.6944213827424,243.835555570978
4,12,312.412914340835,1,0,-22.7479989674178,24.2039010325822,0,35.7960989674179,253.399253397401
4,13,294.256611334085,1,15,-22.7479989674178,22.7692823807895,15.0023926244718,38.6944213827424,229.664719387375
4,14,258.999183655861,1,30,-22.7479989674178,18.644464714268,29.120379324809,46.3112557600559,178.901192154789
4,15,208.689664847285,1,45,-22.7479989674178,12.2743894829287,41.8635939949706,56.7723278754717,114.355110391775
4,16,146.251861273853,1,60,-22.7479989674178,4.18727914840125,53.2064429279844,68.7829624102796,52.9288106483189
4,17,75.3144311270699,1,75,-22.7479989674178,-5.1362199079917,63.4291620132027,81.649753409977,10.9374575430094
4,18,3.85405515698059e-14,1,90,-22.7479989674178,-15.3046656387648,72.9643145793698,95.0083004573771,0
4,19,0,1,105,-22.7479989674178,-26.0005168414746,82.350070651964,108.652284511475,0
4,20,0,1,120,-22.7479989674178,-36.9358132564161,87.6926670020645,120.286354588425,0
4,21,0,1,135,-22.7479989674178,-47.7737546458477,76.0025737056178,124.056538451979,0
4,22,0,1,150,-22.7479989674178,-57.951359399472,60.3386984461156,127.066544744849,0
4,23,0,1,165,-22.7479989674178,-66.195005290269,36.2533938997147,129.020933946878,0
5,0,0,1,-180,-22.6466015380063,-69.5985015380063,-1.8576495368276e-14,129.598501538006,0
5,1,0,1,-165,-22.6466015380063,-66.1053854236667,-36.1360886011694,128.920015291801,0
5,2,0,1,-150,-22.6466015380063,-57.8777627564135,-60.2073889477478,126.966851742482,0
5,3,0,1,-135,-22.6466015380063,-47.7088647010661,-75.886711452991,123.958327083701,0
5,4,0,1,-120,-22.6466015380063,-36.8738364630871,-87.5923066086796,120.189384651874,0
5,5,0,1,-105,-22.6466015380063,-25.9377217994693,-82.4386249153245,108.640406478269,0
5,6,73.627566849255,1,-90,-22.6466015380063,-15.2384734450408,-73.0439378916904,94.9871003411371,0
5,7,142.976167138548,1,-75,-22.6466015380063,-5.06468161934651,-63.5013066570433,81.6184356819183,20.8408794578718
5,8,204.01551229097,1,-60,-22.6466015380063,4.26564316109919,-53.2709652726769,68.7398575711899,73.9766399649305
5,9,253.198217435255,1,-45,-22.6466015380063,12.3604429002738,-41.9184882883236,56.7148420219786,138.956774406833
5,10,287.665962520276,1,-30,-22.6466015380063,18.7380149827197,-29.1616694814259,46.236353339524,198.974256659642
5,11,305.415607486848,1,-15,-22.6466015380063,22.8685220797177,-15.024966084569,38.6016546128352,238.683047175267
5,12,305.415607486848,1,0,-22.6466015380063,24.3052984619937,0,35.6947015380064,248.039463877721
5,13,287.665962520276,1,15,-22.6466015380063,22.8685220797177,15.024966084569,38.6016546128352,224.811656051017
5,14,253.198217435255,1,30,-22.6466015380063,18.7380149827197,29.1616694814259,46.236353339524,175.133431360254
5,15,204.01551229097,1,45,-22.6466015380063,12.3604429002738,41.9184882883236,56.7148420219786,111.964996452473
5,16,142.976167138548,1,60,-22.6466015380063,4.26564316109919,53.2709652726769,68.7398575711899,51.8435893486822
5,17,73.6275668492551,1,75,-22.6466015380063,-5.06468161934651,63.5013066570433,81.6184356819183,10.7323008875653
5,18,3.76773348035437e-14,1,90,-22.6466015380063,-15.2384734450408,73.0439378916904,94.9871003411371,0
5,19,0,1,105,-22.6466015380063,-25.9377217994693,82.4386249153245,108.640406478269,0
5,20,0,1,120,-22.6466015380063,-36.8738364630871,87.5923066086796,120.189384651874,0
5,21,0,1,135,-22.6466015380063,-47.7088647010661,75.886711452991,123.958327083701,0
5,22,0,1,150,-22.6466015380063,-57.8777627564135,60.2073889477478,126.966851742482,0
5,23,0,1,165,-22.6466015380063,-66.1053854236667,36.1360886011694,128.920015291801,0
6,0,0,1,-180,-22.5384934318055,-69.4903934318054,-1.84972793617932e-14,129.490393431805,0
6,1,0,1,-165,-22.5384934318055,-66.009737088179,-36.0119292096076,128.812416144868,0
6,2,0,1,-150,-22.5384934318055,-57.7991467100106,-60.0679802099323,126.860555913581,0
6,3,0,1,-135,-22.5384934318055,-47.6395520914282,-75.7634988596489,123.853607675312,0
6,4,0,1,-120,-22.5384934318055,-36.8076651391801,-87.4854835253263,120.085987246907,0
6,5,0,1,-105,-22.5384934318055,-25.8707116326198,-82.5329358971069,108.627676582288,0
6,6,71.9490237527478,1,-90,-22.5384934318055,-15.1678696397629,-73.1287756372549,94.9644806690598,0
6,7,139.716631769046,1,-75,-22.5384934318055,-4.98839999525499,-63.5782083919741,81.585071634478,20.4462405433008
6,8,199.364416996221,1,-60,-22.5384934318055,4.3491875147355,-53.3397723371438,68.6939629986204,72.438940622274
6,9,247.425866967745,1,-45,-22.5384934318055,12.4521793750631,-41.9770554100189,56.6536397618844,136.00973243695
6,10,281.107824907538,1,-30,-22.5384934318055,18.8377466047039,-29.205742711823,46.1565798535624,194.720563118199
6,11,298.452817849073,1,-15,-22.5384934318055,22.9743261394356,-15.0490698582063,38.5027888012443,233.562566248281
6,12,298.452817849073,1,0,-22.5384934318055,24.4134065681945,0,35.5865934318055,242.712859013018
6,13,281.107824907538,1,15,-22.5384934318055,22.9743261394356,15.0490698582063,38.5027888012443,219.988758863317
6,14,247.425866967745,1,30,-22.5384934318055,18.8377466047039,29.205742711823,46.1565798535624,171.389409604002
6,15,199.364416996221,1,45,-22.5384934318055,12.4521793750631,41.9770554100189,56.6536397618844,109.59040518039
6,16,139.716631769046,1,60,-22.5384934318055,4.3491875147355,53.3397723371438,68.6939629986204,50.7659538505005
6,17,71.9490237527479,1,75,-22.5384934318055,-4.98839999525499,63.5782083919741,81.585071634478,10.5290760869191
6,18,3.68183762240926e-14,1,90,-22.5384934318055,-15.1678696397629,73.1287756372549,94.9644806690598,0
6,19,0,1,105,-22.5384934318055,-25.8707116326198,82.5329358971069,108.627676582288,0
6,20,0,1,120,-22.5384934318055,-36.8076651391801,87.4854835253263,120.085987246907,0
6,21,0,1,135,-22.5384934318055,-47.6395520914282,75.7634988596489,123.853607675312,0
6,22,0,1,150,-22.5384934318055,-57.7991467100106,60.0679802099323,126.860555913581,0
6,23,0,1,165,-22.5384934318055,-66.009737088179,36.0119292096076,128.812416144868,0
7,0,0,1,-180,-22.4237066835802,-69.3756066835802,-1.84140396323902e-14,129.37560668358,0
7,1,0,1,-165,-22.4237066835802,-65.9080712943357,-35.8811156435482,128.698168113833,0
7,2,0,1,-150,-22.4237066835802,-57.7155073003027,-59.9206232180467,126.747687843624,0
7,3,0,1,-135,-22.4237066835802,-47.5658135276087,-75.6330321910162,123.742409740312,0
7,4,0,1,-120,-22.4237066835802,-36.7373015372892,-87.3722632447487,119.976191200499,0
7,5,0,1,-105,-22.4237066835802,-25.7994951174632,-82.6329560938753,108.614086056124,0
7,6,70.2792992260934,1,-90,-22.4237066835802,-15.0928694161685,-73.2187924127549,94.940445068499,0
7,7,136.474221036025,1,-75,-22.4237066835802,-4.90739610643229,-63.6598413630615,81.5496763306017,20.0551411104306
7,8,194.737757182952,1,-60,-22.4237066835802,4.43788618119628,-53.4128468379323,68.6453045883952,70.9118986732108
7,9,241.683842725353,1,-45,-22.4237066835802,12.5495692850907,-42.0392860090927,56.5887564957346,133.081892470741
7,10,274.58414181358,1,-30,-22.4237066835802,18.9436280357568,-29.2525960084382,46.0719759832414,190.493894787396
7,11,291.526608652347,1,-15,-22.4237066835802,23.0866625076813,-15.0747040482196,38.3978613580234,228.474254773728
7,12,291.526608652347,1,0,-22.4237066835802,24.5281933164198,0,35.4718066835802,237.419609446815
7,13,274.58414181358,1,15,-22.4237066835802,23.0866625076813,15.0747040482196,38.3978613580234,215.196161556405
7,14,241.683842725353,1,30,-22.4237066835802,18.9436280357568,29.2525960084382,46.0719759832414,167.669174934341
7,15,194.737757182952,1,45,-22.4237066835802,12.5495692850907,42.0392860090927,56.5887564957346,107.231286002291
7,16,136.474221036025,1,60,-22.4237066835802,4.43788618119628,53.4128468379323,68.6453045883952,49.6957871632465
7,17,70.2792992260935,1,75,-22.4237066835802,-4.90739610643229,63.6598413630615,81.5496763306017,10.3276739916283
7,18,3.59639303594174e-14,1,90,-22.4237066835802,-15.0928694161685,73.2187924127549,94.940445068499,0
7,19,0,1,105,-22.4237066835802,-25.7994951174632,82.6329560938753,108.614086056124,0
7,20,0,1,120,-22.4237066835802,-36.7373015372892,87.3722632447487,119.976191200499,0
7,21,0,1,135,-22.4237066835802,-47.5658135276087,75.6330321910162,123.742409740312,0
7,22,0,1,150,-22.4237066835802,-57.7155073003027,59.9206232180467,126.747687843624,0
7,23,0,1,165,-22.4237066835802,-65.9080712943357,35.8811156435482,128.698168113833,0
8,0,0,1,-180,-22.3022753071214,-69.2541753071213,-1.83269406323638e-14,129.254175307121,0
8,1,0,1,-165,-22.3022753071214,-65.8004002429309,-35.7438556819731,128.577304764561,0
8,2,0,1,-150,-22.3022753071214,-57.6268408910605,-59.7654763864164,126.628280025272,0
8,3,0,1,-135,-22.3022753071214,-47.4876459103643,-75.4954128809356,123.624764644214,0
8,4,0,1,-120,-22.3022753071214,-36.662748304746,-87.2527148968885,119.860027154339,0
8,5,0,1,-105,-22.3022753071214,-25.7240817355713,-82.7386353222637,108.59962569934,0
8,6,68.6188880447048,1,-90,-22.3022753071214,-15.0134890062557,-73.3139507987245,94.9149974395418,0
8,7,133.249895735761,1,-75,-22.3022753071214,-4.82169238388611,-63.7461782346853,81.5122657670329,19.6673756289326
8,8,190.136903830318,1,-60,-22.3022753071214,4.53171149121549,-53.4901705044779,68.5939098175368,69.3953586365172
8,9,235.973846193783,1,-45,-22.3022753071214,12.6525811587916,-42.105170218438,56.5202298086723,130.173208396393
8,10,268.096846346496,1,-30,-22.3022753071214,19.0556257716648,-29.3022262315426,45.9825849749674,186.29432730111
8,11,284.639032281937,1,-15,-22.3022753071214,23.2054971484034,-15.1018688014411,38.2869120655744,223.418278496513
8,12,284.639032281937,1,0,-22.3022753071214,24.6496246928786,0,35.3503753071214,232.159910067459
8,13,268.096846346496,1,15,-22.3022753071214,23.2054971484034,15.1018688014411,38.2869120655744,210.434020242696
8,14,235.973846193783,1,30,-22.3022753071214,19.0556257716648,29.3022262315426,45.9825849749674,163.972793922799
8,15,190.136903830319,1,45,-22.3022753071214,12.6525811587916,42.105170218438,56.5202298086723,104.88760176339
8,16,133.249895735761,1,60,-22.3022753071214,4.53171149121549,53.4901705044779,68.5939098175368,48.6329803240815
8,17,68.6188880447049,1,75,-22.3022753071214,-4.82169238388611,63.7461782346853,81.5122657670329,10.1279887609901
8,18,3.51142504002682e-14,1,90,-22.3022753071214,-15.0134890062557,73.3139507987245,94.9149974395418,0
8,19,0,1,105,-22.3022753071214,-25.7240817355713,82.7386353222637,108.59962569934,0
8,20,0,1,120,-22.3022753071214,-36.662748304746,87.2527148968885,119.860027154339,0
8,21,0,1,135,-22.3022753071214,-47.4876459103643,75.4954128809356,123.624764644214,0
8,22,0,1,150,-22.3022753071214,-57.6268408910605,59.7654763864164,126.628280025272,0
8,23,0,1,165,-22.3022753071214,-65.8004002429309,35.7438556819731,128.577304764561,0
9,0,0,1,-180,-22.1742352851665,-69.1261352851665,-1.82361509371669e-14,129.126135285166,0
9,1,0,1,-165,-22.1742352851665,-65.6867373993422,-35.6003642034729,128.449861611979,0
9,2,0,1,-150,-22.1742352851665,-57.5331442640262,-59.6027051879666,126.50236685166,0
9,3,0,1,-135,-22.1742352851665,-47.4050463979413,-75.3507473647507,123.500705600019,0
9,4,0,1,-120,-22.1742352851665,-36.5840085265623,-87.1269111564545,119.737527561397,0
9,5,0,1,-105,-22.1742352851665,-25.6444816986942,-82.8499207783228,108.58428590062,0
9,6,66.9682822242496,1,-90,-22.1742352851665,-14.92974569313,-73.4142114001673,94.8881419623224,0
9,7,130.044611305427,1,-75,-22.1742352851665,-4.73131262223264,-63.8371902185103,81.4728568697477,19.2827455023423
9,8,185.563220270463,1,-60,-22.1742352851665,4.63063413698577,-53.5717240980453,68.5398077321883,67.8891774943837
9,9,230.297569368241,1,-45,-22.1742352851665,12.7611816813058,-42.1746976680019,56.4480994581788,127.283652308341
9,10,261.647860831941,1,-30,-22.1742352851665,19.1737043565012,-29.3546301193245,45.8884526368943,182.121959365022
9,11,277.792129675366,1,-15,-22.1742352851665,23.3307940511986,-15.1305643152634,38.1699830785698,218.394829250151
9,12,277.792129675366,1,0,-22.1742352851665,24.7776647148335,0,35.2223352851665,226.933982395324
9,13,261.647860831941,1,15,-22.1742352851665,23.3307940511986,15.1305643152634,38.1699830785698,205.702515607037
9,14,230.297569368241,1,30,-22.1742352851665,19.1737043565012,29.3546301193245,45.8884526368943,160.300353448278
9,15,185.563220270463,1,45,-22.1742352851665,12.7611816813058,42.1746976680019,56.4480994581788,102.559329978664
9,16,130.044611305427,1,60,-22.1742352851665,4.63063413698577,53.5717240980453,68.5398077321883,47.577433104655
9,17,66.9682822242497,1,75,-22.1742352851665,-4.73131262223264,63.8371902185103,81.4728568697477,9.92991812499154
9,18,3.42695881251547e-14,1,90,-22.1742352851665,-14.92974569313,73.4142114001673,94.8881419623224,0
9,19,0,1,105,-22.1742352851665,-25.6444816986942,82.8499207783228,108.58428590062,0
9,20,0,1,120,-22.1742352851665,-36.5840085265623,87.1269111564545,119.737527561397,0
9,21,0,1,135,-22.1742352851665,-47.4050463979413,75.3507473647507,123.500705600019,0
9,22,0,1,150,-22.1742352851665,-57.5331442640262,59.6027051879666,126.50236685166,0
9,23,0,1,165,-22.1742352851665,-65.6867373993422,35.6003642034729,128.449861611979,0
10,0,0,1,-180,-22.0396245587375,-68.9915245587375,-1.81418424912084e-14,128.991524558737,0
10,1,0,1,-165,-22.0396245587375,-65.5670975679827,-35.4508624152038,128.315876110479,0
10,2,0,1,-150,-22.0396245587375,-57.4344147154522,-59.4324817699913,126.369984609195,0
10,3,0,1,-135,-22.0396245587375,-47.3180124757315,-75.1991469046541,123.370267663274,0
10,4,0,1,-120,-22.0396245587375,-36.5010857699241,-86.9949281460942,119.608726682118,0
10,5,0,1,-105,-22.0396245587375,-25.560705974792,-82.9667570996123,108.568056661038,0
10,6,65.3279708748555,1,-90,-22.0396245587375,-14.8416578237046,-73.5195328889875,94.8598831046207,0
10,7,126.859317539977,1,-75,-22.0396245587375,-4.63628198297246,-63.9328471026298,81.4314674890025,18.9010595621899
10,8,181.018061784532,1,-60,-22.0396245587375,4.73462317506879,-53.6574874313936,68.4830289346844,66.3932256655384
10,9,224.656694252053,1,-45,-22.0396245587375,12.8753357009806,-42.2478574984444,56.3724073608986,124.413216000647
10,10,255.239096243502,1,-30,-22.0396245587375,19.2978263911658,-29.4098042983504,45.7896273350119,177.976914702327
10,11,270.987929717645,1,-15,-22.0396245587375,23.4625152413046,-15.1607908444919,38.0471189240101,213.404127188728
10,12,270.987929717645,1,0,-22.0396245587375,24.9122754412626,0,35.0877245587374,221.742076871462
10,13,255.239096243502,1,15,-22.0396245587375,23.4625152413046,15.1607908444919,38.0471189240101,201.00185500896
10,14,224.656694252053,1,30,-22.0396245587375,19.2978263911658,29.4098042983504,45.7896273350119,156.651962409627
10,15,181.018061784532,1,45,-22.0396245587375,12.8753357009806,42.2478574984444,56.3724073608986,100.246464036144
10,16,126.859317539977,1,60,-22.0396245587375,4.73462317506879,53.6574874313936,68.4830289346844,46.5290546930803
10,17,65.3279708748556,1,75,-22.0396245587375,-4.63628198297246,63.9328471026298,81.4314674890025,9.73336363876895
10,18,3.34301938257381e-14,1,90,-22.0396245587375,-14.8416578237046,73.5195328889875,94.8598831046207,0
10,19,0,1,105,-22.0396245587375,-25.560705974792,82.9667570996123,108.568056661038,0
10,20,0,1,120,-22.0396245587375,-36.5010857699241,86.9949281460942,119.608726682118,0
10,21,0,1,135,-22.0396245587375,-47.3180124757315,75.1991469046541,123.370267663274,0
10,22,0,1,150,-22.0396245587375,-57.4344147154522,59.4324817699913,126.369984609195,0
10,23,0,1,165,-22.0396245587375,-65.5670975679827,35.4508624152038,128.315876110479,0
11,0,0,1,-180,-21.8984830158976,-68.8503830158976,-1.80441898656979e-14,128.850383015898,0
11,1,0,1,-165,-21.8984830158976,-65.4414969663465,-35.2955770762952,128.175387643753,0
11,2,0,1,-150,-21.8984830158976,-57.3306501544542,-59.2549845574094,126.231171469877,0
11,3,0,1,-135,-21.8984830158976,-47.2265420279007,-75.0407274076967,123.233487726716,0
11,4,0,1,-120,-21.8984830158976,-36.4139841300812,-86.8568453353704,119.473660580241,0
11,5,0,1,-105,-21.8984830158976,-25.4727663148568,-83.0890864299088,108.550927618417,0
11,6,63.698440056176,1,-90,-21.8984830158976,-14.7492448216967,-73.6298720481243,94.8302256297215,0
11,7,123.694958310696,1,-75,-21.8984830158976,-4.53662699768889,-64.0331172817987,81.3881163939789,18.5221345468119
11,8,176.502775201078,1,-60,-21.8984830158976,4.84364602962745,-53.7474393890999,68.4236055697521,64.9073879410567
11,9,219.052892358257,1,-45,-21.8984830158976,12.9950062363227,-42.3246383752078,56.2931975785177,121.561912397598
11,10,248.87245163644,1,-30,-21.8984830158976,19.4279525424312,-29.4677452943687,45.6861599888913,173.85934391374
11,11,264.228448640069,1,-15,-21.8984830158976,23.6006207901461,-15.1925487084705,37.9183665014403,208.446422918306
11,12,264.228448640069,1,0,-21.8984830158976,25.0534169841024,0,34.9465830158976,216.58447504243
11,13,248.87245163644,1,15,-21.8984830158976,23.6006207901461,15.1925487084705,37.9183665014403,196.332274490213
11,14,219.052892358257,1,30,-21.8984830158976,19.4279525424312,29.4677452943687,45.6861599888913,153.027753362788
11,15,176.502775201078,1,45,-21.8984830158976,12.9950062363227,42.3246383752078,56.2931975785177,97.9490143496277
11,16,123.694958310696,1,60,-21.8984830158976,4.84364602962745,53.7474393890999,68.4236055697521,45.4877643497594
11,17,63.6984400561761,1,75,-21.8984830158976,-4.53662699768889,64.0331172817987,81.3881163939789,9.53823092917851
11,18,3.25963162326651e-14,1,90,-21.8984830158976,-14.7492448216967,73.6298720481243,94.8302256297215,0
11,19,0,1,105,-21.8984830158976,-25.4727663148568,83.0890864299088,108.550927618417,0
11,20,0,1,120,-21.8984830158976,-36.4139841300812,86.8568453353704,119.473660580241,0
11,21,0,1,135,-21.8984830158976,-47.2265420279007,75.0407274076967,123.233487726716,0
11,22,0,1,150,-21.8984830158976,-57.3306501544542,59.2549845574094,126.231171469877,0
11,23,0,1,165,-21.8984830158976,-65.4414969663465,35.2955770762952,128.175387643753,0
12,0,0,1,-180,-21.7508524799322,-68.7027524799322,-1.79433695336352e-14,128.702752479932,0
12,1,0,1,-165,-21.7508524799322,-65.3099532981298,-35.1347397202517,128.028437514087,0
12,2,0,1,-150,-21.7508524799322,-57.2218492026876,-59.070397844925,126.085967483105,0
12,3,0,1,-135,-21.7508524799322,-47.1306334107086,-74.8756092368877,123.090404514455,0
12,4,0,1,-120,-21.7508524799322,-36.3227082774662,-86.7127454357559,119.332367118208,0
12,5,0,1,-105,-21.7508524799322,-25.3806752804266,-83.2168484863899,108.532888072729,0
12,6,62.0801726333609,1,-90,-21.7508524799322,-14.6525272008546,-73.7451838172864,94.7991746045086,0
