"Day","Hour","Irradiance","Month","omega","delta","alpha_s","gamma_s","theta_i","IncidentFlux"
3,21,0,1,135,-22.8426556737933,-47.8457503344504,76.1625686516715,124.177855875192,0
3,22,0,1,150,-22.8426556737933,-58.0436298411716,60.5288417571541,127.198846226403,0
3,23,0,1,165,-22.8426556737933,-66.3173041058957,36.4286653450864,129.160911620585,0
4,0,0,1,-180,-22.7479989674178,-69.7479989674179,-1.86939598638405e-14,129.747998967418,0
4,1,0,1,-165,-22.7479989674178,-66.2337775601245,-36.3179792373366,129.066706162982,0
4,2,0,1,-150,-22.7479989674178,-57.9751383661185,-60.4055148506022,127.105795275431,0
4,3,0,1,-135,-22.7479989674178,-47.7853680420555,-76.0540143427618,124.086199051408,0
4,4,0,1,-120,-22.7479989674178,-36.9377345918645,-87.7288009432311,120.304633229111,0
4,5,0,1,-105,-22.7479989674178,-25.9941040920777,-82.3268229124703,108.635890738061,0
4,6,75.3144311270698,1,-90,-22.7479989674178,-15.2905688644233,-72.9517357564205,94.9901104686821,0
4,7,146.251861273853,1,-75,-22.7479989674178,-5.1147031393822,-63.4253033948338,81.6288228535353,21.2921288501416
4,8,208.689664847285,1,-60,-22.7479989674178,4.21608690214767,-53.2092727338281,68.7581601668464,75.60937087593
4,9,258.999183655861,1,-45,-22.7479989674178,12.3102093135084,-41.8705888825085,56.7422097313757,142.036947388089
4,10,294.256611334085,1,-30,-22.7479989674178,18.6864832202099,-29.1282876490612,46.2742120582199,203.392446531665
4,11,312.412914340835,1,-15,-22.7479989674178,22.8157423247131,-15.0076255774589,38.6499688160373,243.987012301492
4,12,312.412914340835,1,0,-22.7479989674178,24.2520010325822,0,35.7479989674178,253.552567442913
4,13,294.256611334085,1,15,-22.7479989674178,22.8157423247131,15.0076255774589,38.6499688160373,229.807374003235
4,14,258.999183655861,1,30,-22.7479989674178,18.6864832202099,29.1282876490612,46.2742120582199,179.022239720082
4,15,208.689664847285,1,45,-22.7479989674178,12.3102093135084,41.8705888825085,56.7422097313757,114.446858588317
4,16,146.251861273853,1,60,-22.7479989674178,4.21608690214767,53.2092727338281,68.7581601668464,52.9878239463456
4,17,75.3144311270699,1,75,-22.7479989674178,-5.1147031393822,63.4253033948338,81.6288228535353,10.9646780414642
4,18,3.85405515698059e-14,1,90,-22.7479989674178,-15.2905688644233,72.9517357564205,94.9901104686821,0
4,19,0,1,105,-22.7479989674178,-25.9941040920777,82.3268229124703,108.635890738061,0
4,20,0,1,120,-22.7479989674178,-36.9377345918645,87.7288009432311,120.304633229111,0
4,21,0,1,135,-22.7479989674178,-47.7853680420555,76.0540143427618,124.086199051408,0
4,22,0,1,150,-22.7479989674178,-57.9751383661185,60.4055148506022,127.105795275431,0
4,23,0,1,165,-22.7479989674178,-66.2337775601245,36.3179792373366,129.066706162982,0
5,0,0,1,-180,-22.6466015380063,-69.6466015380064,-1.86185272141248e-14,129.646601538006,0
5,1,0,1,-165,-22.6466015380063,-66.1442160047926,-36.2002214421373,128.965790779383,0
5,2,0,1,-150,-22.6466015380063,-57.9016375836672,-60.2739278992009,127.006113542406,0
5,3,0,1,-135,-22.6466015380063,-47.7205725207241,-75.9380093096408,123.988007819001,0
5,4,0,1,-120,-22.6466015380063,-36.8758420163583,-87.6283567160958,120.207689967887,0
5,5,0,1,-105,-22.6466015380063,-25.9313827605395,-82.4154369809483,108.624096611689,0
5,6,73.627566849255,1,-90,-22.6466015380063,-15.2244406140033,-73.031410802878,94.9689877395687,0
5,7,142.976167138548,1,-75,-22.6466015380063,-5.04321905514717,-63.4974997630513,81.5975788453712,20.892368436242
5,8,204.01551229097,1,-60,-22.6466015380063,4.29440750050966,-53.2738504636452,68.7151262096433,74.0587019041274
5,9,253.198217435255,1,-45,-22.6466015380063,12.3962319414903,-41.9255412198429,56.6847893339156,139.067775333425
5,10,287.665962520276,1,-30,-22.6466015380063,18.78001659612,-29.1696306998804,46.1993603696136,199.108350164486
5,11,305.415607486848,1,-15,-22.6466015380063,22.9149771100815,-15.030232168108,38.5572231169093,238.830741905177
5,12,305.415607486848,1,0,-22.6466015380063,24.3533984619937,0,35.6466015380064,248.188975667663
5,13,287.665962520276,1,15,-22.6466015380063,22.9149771100815,15.030232168108,38.5572231169093,224.950767300073
5,14,253.198217435255,1,30,-22.6466015380063,18.78001659612,29.1696306998804,46.1993603696136,175.251457963397
5,15,204.01551229097,1,45,-22.6466015380063,12.3962319414903,41.9255412198429,56.6847893339156,112.054435908773
5,16,142.976167138548,1,60,-22.6466015380063,4.29440750050966,53.2738504636452,68.7151262096433,51.9010991988039
5,17,73.6275668492551,1,75,-22.6466015380063,-5.04321905514717,63.4974997630513,81.5975788453712,10.7588158534706
5,18,3.76773348035437e-14,1,90,-22.6466015380063,-15.2244406140033,73.031410802878,94.9689877395687,0
5,19,0,1,105,-22.6466015380063,-25.9313827605395,82.4154369809483,108.624096611689,0
5,20,0,1,120,-22.6466015380063,-36.8758420163583,87.6283567160958,120.207689967887,0
5,21,0,1,135,-22.6466015380063,-47.7205725207241,75.9380093096408,123.988007819001,0
5,22,0,1,150,-22.6466015380063,-57.9016375836672,60.2739278992009,127.006113542406,0
5,23,0,1,165,-22.6466015380063,-66.1442160047926,36.2002214421373,128.965790779383,0
6,0,0,1,-180,-22.5384934318055,-69.5384934318055,-1.853889099124e-14,129.538493431805,0
6,1,0,1,-165,-22.5384934318055,-66.0486292094105,-36.0755841921823,128.85819510774,0
6,2,0,1,-150,-22.5384934318055,-57.8231231731457,-60.1342243745362,126.899829689107,0
6,3,0,1,-135,-22.5384934318055,-47.6513602723252,-75.8146445469801,123.883309818733,0
6,4,0,1,-120,-22.5384934318055,-36.8097603267904,-87.52144417028,120.104320938632,0
6,5,0,1,-105,-22.5384934318055,-25.8644511126338,-82.509811806806,108.61145622454,0
6,6,71.9490237527478,1,-90,-22.5384934318055,-15.1539049694784,-73.1163037771636,94.946450630966,0
6,7,139.716631769046,1,-75,-22.5384934318055,-4.96699524713564,-63.5744567211974,81.5642934763517,20.4963615749723
6,8,199.364416996221,1,-60,-22.5384934318055,4.37790551654933,-53.3427166813218,68.6693073363093,72.518861343091
6,9,247.425866967745,1,-45,-22.5384934318055,12.4879355305941,-41.9841703738745,56.6236570577371,136.117874244858
6,10,281.107824907538,1,-30,-22.5384934318055,18.879730162836,-29.2137605022668,46.1196412248129,194.851232447023
6,11,298.452817849073,1,-15,-22.5384934318055,23.0207759151554,-15.054371399026,38.458379929587,233.70650816
6,12,298.452817849073,1,0,-22.5384934318055,24.4615065681946,0,35.5384934318055,242.858577954532
6,13,281.107824907538,1,15,-22.5384934318055,23.0207759151554,15.054371399026,38.458379929587,220.124335394334
6,14,247.425866967745,1,30,-22.5384934318055,18.879730162836,29.2137605022668,46.1196412248129,171.504422311246
6,15,199.364416996221,1,45,-22.5384934318055,12.4879355305941,41.9841703738745,56.6236570577371,109.67754088997
6,16,139.716631769046,1,60,-22.5384934318055,4.37790551654933,53.3427166813218,68.6693073363093,50.8219631127816
6,17,71.9490237527479,1,75,-22.5384934318055,-4.96699524713564,63.5744567211974,81.5642934763517,10.5548866096363
6,18,3.68183762240926e-14,1,90,-22.5384934318055,-15.1539049694784,73.1163037771636,94.946450630966,0
6,19,0,1,105,-22.5384934318055,-25.8644511126338,82.509811806806,108.61145622454,0
6,20,0,1,120,-22.5384934318055,-36.8097603267904,87.52144417028,120.104320938632,0
6,21,0,1,135,-22.5384934318055,-47.6513602723252,75.8146445469801,123.883309818733,0
6,22,0,1,150,-22.5384934318055,-57.8231231731457,60.1342243745362,126.899829689107,0
6,23,0,1,165,-22.5384934318055,-66.0486292094105,36.0755841921823,128.85819510774,0
7,0,0,1,-180,-22.4237066835802,-69.4237066835802,-1.84552119314988e-14,129.42370668358,0
7,1,0,1,-165,-22.4237066835802,-65.9470280552023,-35.9442683658973,128.743950752443,0
7,2,0,1,-150,-22.4237066835802,-57.7395910394234,-59.986555549688,126.786974290184,0
7,3,0,1,-135,-22.4237066835802,-47.5777279190011,-75.6840163815623,123.772134546619,0
7,4,0,1,-120,-22.4237066835802,-36.7394917192164,-87.4081288118682,119.994554947883,0
7,5,0,1,-105,-22.4237066835802,-25.7933178882606,-82.6098998821222,108.597960791574,0
7,6,70.2792992260934,1,-90,-22.4237066835802,-15.0789771011427,-73.2063792725954,94.9225027559527,0
7,7,136.474221036025,1,-75,-22.4237066835802,-4.88605277367642,-63.6561484121836,81.5289818011736,20.103897467669
7,8,194.737757182952,1,-60,-22.4237066835802,4.4665549261198,-53.4158541055165,68.6207294444126,70.9896839337817
7,9,241.683842725353,1,-45,-22.4237066835802,12.5852904568634,-42.0464670037764,56.5588483206539,133.187183466683
7,10,274.58414181358,1,-30,-22.4237066835802,18.9855923724216,-29.2606740666587,46.0350953385534,190.621150389367
7,11,291.526608652347,1,-15,-22.4237066835802,23.1331066860817,-15.0800433890523,38.3534766896116,228.614455636355
7,12,291.526608652347,1,0,-22.4237066835802,24.5762933164198,0,35.4237066835802,237.561547539298
7,13,274.58414181358,1,15,-22.4237066835802,23.1331066860817,15.0800433890523,38.3534766896116,215.328214454505
7,14,241.683842725353,1,30,-22.4237066835802,18.9855923724216,29.2606740666587,46.0350953385534,167.781182942849
7,15,194.737757182952,1,45,-22.4237066835802,12.5852904568634,42.0464670037764,56.5588483206539,107.316124658322
7,16,136.474221036025,1,60,-22.4237066835802,4.4665549261198,53.4158541055165,68.6207294444126,49.750299873047
7,17,70.2792992260935,1,75,-22.4237066835802,-4.88605277367642,63.6561484121836,81.5289818011736,10.352781756256
7,18,3.59639303594174e-14,1,90,-22.4237066835802,-15.0789771011427,73.2063792725954,94.9225027559527,0
7,19,0,1,105,-22.4237066835802,-25.7933178882606,82.6098998821222,108.597960791574,0
7,20,0,1,120,-22.4237066835802,-36.7394917192164,87.4081288118682,119.994554947883,0
7,21,0,1,135,-22.4237066835802,-47.5777279190011,75.6840163815623,123.772134546619,0
7,22,0,1,150,-22.4237066835802,-57.7395910394234,59.986555549688,126.786974290184,0
7,23,0,1,165,-22.4237066835802,-65.9470280552023,35.9442683658973,128.743950752443,0
8,0,0,1,-180,-22.3022753071214,-69.3022753071213,-1.83676556795682e-14,129.302275307121,0
8,1,0,1,-165,-22.3022753071214,-65.8394246093257,-35.8064827375001,128.623091275837,0
8,2,0,1,-150,-22.3022753071214,-57.651037404734,-59.831080143798,126.667579826947,0
8,3,0,1,-135,-22.3022753071214,-47.4996722682064,-75.5462263136426,123.654513349816,0
8,4,0,1,-120,-22.3022753071214,-36.6650387812006,-87.2884797857452,119.878422615851,0
8,5,0,1,-105,-22.3022753071214,-25.7179925301915,-82.7156510183352,108.583601093421,0
8,6,68.6188880447048,1,-90,-22.3022753071214,-14.999673216661,-73.3015998658602,94.8971479992935,0
8,7,133.249895735761,1,-75,-22.3022753071214,-4.80041405261969,-63.7425474979133,81.4916598076551,19.7147717241421
8,8,190.136903830318,1,-60,-22.3022753071214,4.56032806417921,-53.4932444677618,68.5694200126484,69.4710158486231
8,9,235.973846193783,1,-45,-22.3022753071214,12.6882652468722,-42.1124212531211,56.4904007260205,130.275658967901
8,10,268.096846346496,1,-30,-22.3022753071214,19.0975697169597,-29.3103682724561,45.9457659931249,186.418182014332
8,11,284.639032281937,1,-15,-22.3022753071214,23.2519353851083,-15.1072483020873,38.2425532067858,223.554752632085
8,12,284.639032281937,1,0,-22.3022753071214,24.6977246928787,0,35.3022753071214,232.298081868905
8,13,268.096846346496,1,15,-22.3022753071214,23.2519353851083,15.1072483020873,38.2425532067858,210.562562997571
8,14,235.973846193783,1,30,-22.3022753071214,19.0975697169597,29.3103682724561,45.9457659931249,164.081808532432
8,15,190.136903830319,1,45,-22.3022753071214,12.6882652468722,42.1124212531211,56.4904007260205,104.970151735671
8,16,133.249895735761,1,60,-22.3022753071214,4.56032806417921,53.4932444677618,68.5694200126484,48.6860016756535
8,17,68.6188880447049,1,75,-22.3022753071214,-4.80041405261969,63.7425474979133,81.4916598076551,10.1523960397574
8,18,3.51142504002682e-14,1,90,-22.3022753071214,-14.999673216661,73.3015998658602,94.8971479992935,0
8,19,0,1,105,-22.3022753071214,-25.7179925301915,82.7156510183352,108.583601093421,0
8,20,0,1,120,-22.3022753071214,-36.6650387812006,87.2884797857452,119.878422615851,0
8,21,0,1,135,-22.3022753071214,-47.4996722682064,75.5462263136426,123.654513349816,0
8,22,0,1,150,-22.3022753071214,-57.651037404734,59.831080143798,126.667579826947,0
8,23,0,1,165,-22.3022753071214,-65.8394246093257,35.8064827375001,128.623091275837,0
9,0,0,1,-180,-22.1742352851665,-69.1742352851665,-1.82763920209734e-14,129.174235285167,0
9,1,0,1,-165,-22.1742352851665,-65.7258321997812,-35.6624432120952,128.49565218918,0
9,2,0,1,-150,-22.1742352851665,-57.5574589032935,-59.6679639514036,126.541680680677,0
9,3,0,1,-135,-22.1742352851665,-47.4171903802695,-75.4013808501943,123.530479422139,0
9,4,0,1,-120,-22.1742352851665,-36.5864045348236,-87.1625697832826,119.75595637302,0
9,5,0,1,-105,-22.1742352851665,-25.6384852092444,-82.8270124055192,108.568367498499,0
9,6,66.9682822242496,1,-90,-22.1742352851665,-14.9160105734281,-73.4019261575974,94.8703905247286,0
9,7,130.044611305427,1,-75,-22.1742352851665,-4.71010286465569,-63.8336251872218,81.4523444121431,19.3287868703219
9,8,185.563220270463,1,-60,-22.1742352851665,4.65919562740278,-53.5748685313787,68.5154080887277,67.9627156986326
9,9,230.297569368241,1,-45,-22.1742352851665,12.7968265837897,-42.182022763059,56.4183540504427,127.383274893493
9,10,261.647860831941,1,-30,-22.1742352851665,19.2156267365865,-29.362839878102,45.8516990347945,182.242428382613
9,11,277.792129675366,1,-15,-22.1742352851665,23.3772260000208,-15.1359863536651,38.1256516651531,218.527593497926
9,12,277.792129675366,1,0,-22.1742352851665,24.8257647148335,0,35.1742352851665,227.068404986713
9,13,261.647860831941,1,15,-22.1742352851665,23.3772260000208,15.1359863536651,38.1256516651531,205.82756407931
9,14,230.297569368241,1,30,-22.1742352851665,19.2156267365865,29.362839878102,45.8516990347945,160.406388031734
9,15,185.563220270463,1,45,-22.1742352851665,12.7968265837897,42.182022763059,56.4183540504427,102.639601289226
9,16,130.044611305427,1,60,-22.1742352851665,4.65919562740278,53.5748685313787,68.5154080887277,47.628969433749
9,17,66.9682822242497,1,75,-22.1742352851665,-4.71010286465569,63.8336251872218,81.4523444121431,9.95362776812013
9,18,3.42695881251547e-14,1,90,-22.1742352851665,-14.9160105734281,73.4019261575974,94.8703905247286,0
9,19,0,1,105,-22.1742352851665,-25.6384852092444,82.8270124055192,108.568367498499,0
9,20,0,1,120,-22.1742352851665,-36.5864045348236,87.1625697832826,119.75595637302,0
9,21,0,1,135,-22.1742352851665,-47.4171903802695,75.4013808501943,123.530479422139,0
9,22,0,1,150,-22.1742352851665,-57.5574589032935,59.6679639514036,126.541680680677,0
9,23,0,1,165,-22.1742352851665,-65.7258321997812,35.6624432120952,128.49565218918,0
10,0,0,1,-180,-22.0396245587375,-69.0396245587375,-1.81815941213047e-14,129.039624558738,0
10,1,0,1,-165,-22.0396245587375,-65.6062654904551,-35.5123720505228,128.361670943046,0
10,2,0,1,-150,-22.0396245587375,-57.4588526782302,-59.4973794578455,126.409313125461,0
10,3,0,1,-135,-22.0396245587375,-47.330279638209,-75.2495913304099,123.400067799162,0
10,4,0,1,-120,-22.0396245587375,-36.5035924812478,-87.0304749456313,119.627190456397,0
10,5,0,1,-105,-22.0396245587375,-25.5548068503466,-82.9439286744061,108.552249986251,0
10,6,65.3279708748555,1,-90,-22.0396245587375,-14.8280074912828,-73.5073168147854,94.8422347825475,0
10,7,126.859317539977,1,-75,-22.0396245587375,-4.61514435659374,-63.9293512649874,81.4110534545332,18.9457528413689
10,8,181.018061784532,1,-60,-22.0396245587375,4.76312667709421,-53.6607061111151,68.4587242764132,66.4646555051393
10,9,224.656694252053,1,-45,-22.0396245587375,12.9109393138831,-42.2552606859582,56.3427502305705,124.510025056106
10,10,255.239096243502,1,-30,-22.0396245587375,19.3397260280289,-29.4180855315404,45.7529428699092,178.094015536614
10,11,270.987929717645,1,-15,-22.0396245587375,23.5089405541335,-15.1662578178167,38.0028166231175,213.533200867522
10,12,270.987929717645,1,0,-22.0396245587375,24.9603754412626,0,35.0396245587375,221.872769819214
10,13,255.239096243502,1,15,-22.0396245587375,23.5089405541335,15.1662578178167,38.0028166231175,201.123427394707
10,14,224.656694252053,1,30,-22.0396245587375,19.3397260280289,29.4180855315404,45.7529428699092,156.75503238093
10,15,181.018061784532,1,45,-22.0396245587375,12.9109393138831,42.2552606859582,56.3427502305705,100.324468333504
10,16,126.859317539977,1,60,-22.0396245587375,4.76312667709421,53.6607061111151,68.4587242764132,46.5791134585673
10,17,65.3279708748556,1,75,-22.0396245587375,-4.61514435659374,63.9293512649874,81.4110534545332,9.75637906481033
10,18,3.34301938257381e-14,1,90,-22.0396245587375,-14.8280074912828,73.5073168147854,94.8422347825475,0
10,19,0,1,105,-22.0396245587375,-25.5548068503466,82.9439286744061,108.552249986251,0
10,20,0,1,120,-22.0396245587375,-36.5035924812478,87.0304749456313,119.627190456397,0
10,21,0,1,135,-22.0396245587375,-47.330279638209,75.2495913304099,123.400067799162,0
10,22,0,1,150,-22.0396245587375,-57.4588526782302,59.4973794578455,126.409313125461,0
10,23,0,1,165,-22.0396245587375,-65.6062654904551,35.5123720505228,128.361670943046,0
11,0,0,1,-180,-21.8984830158976,-68.8984830158976,-1.80834377776963e-14,128.898483015898,0
11,1,0,1,-165,-21.8984830158976,-65.4807405557545,-35.3564970886308,128.221186917185,0
11,2,0,1,-150,-21.8984830158976,-57.3552164803403,-59.3195054421146,126.270515320536,0
11,3,0,1,-135,-21.8984830158976,-47.2389378195317,-75.0909737438607,123.263315352901,0
11,4,0,1,-120,-21.8984830158976,-36.4166066466799,-86.8922747628194,119.492160905371,0
11,5,0,1,-105,-21.8984830158976,-25.4669691593917,-83.0663419610206,108.535238171469,0
11,6,63.698440056176,1,-90,-21.8984830158976,-14.7356833655174,-73.6177286148305,94.8126855174222,0
11,7,123.694958310696,1,-75,-21.8984830158976,-4.51556504456378,-64.0296941223306,81.3678056928844,18.5654874594747
11,8,176.502775201078,1,-60,-21.8984830158976,4.87208864241925,-53.7507360934402,68.3994007216824,64.9767216342041
11,9,219.052892358257,1,-45,-21.8984830158976,13.0305664534698,-42.3321236994536,56.2636333489421,121.655924364976
11,10,248.87245163644,1,-30,-21.8984830158976,19.4698282536493,-29.4761017810174,45.6495484606543,173.973096358607
11,11,264.228448640069,1,-15,-21.8984830158976,23.647039116834,-15.1980630342052,37.874095013727,208.571827786887
11,12,264.228448640069,1,0,-21.8984830158976,25.1015169841024,0,34.8984830158976,216.711460358924
11,13,248.87245163644,1,15,-21.8984830158976,23.647039116834,15.1980630342052,37.874095013727,196.45039128366
11,14,219.052892358257,1,30,-21.8984830158976,19.4698282536493,29.4761017810174,45.6495484606543,153.127876144146
11,15,176.502775201078,1,45,-21.8984830158976,13.0305664534698,42.3321236994536,56.2636333489421,98.0247648816825
11,16,123.694958310696,1,60,-21.8984830158976,4.87208864241925,53.7507360934402,68.3994007216824,45.5363541142751
11,17,63.6984400561761,1,75,-21.8984830158976,-4.51556504456378,64.0296941223306,81.3678056928844,9.56055611483056
11,18,3.25963162326651e-14,1,90,-21.8984830158976,-14.7356833655174,73.6177286148305,94.8126855174222,0
11,19,0,1,105,-21.8984830158976,-25.4669691593917,83.0663419610206,108.535238171469,0
11,20,0,1,120,-21.8984830158976,-36.4166066466799,86.8922747628194,119.492160905371,0
11,21,0,1,135,-21.8984830158976,-47.2389378195317,75.0909737438607,123.263315352901,0
11,22,0,1,150,-21.8984830158976,-57.3552164803403,59.3195054421146,126.270515320536,0
11,23,0,1,165,-21.8984830158976,-65.4807405557545,35.3564970886308,128.221186917185,0
12,0,0,1,-180,-21.7508524799322,-68.7508524799322,-1.79821006877283e-14,128.750852479932,0
12,1,0,1,-165,-21.7508524799322,-65.3492749543119,-35.1950509555372,128.07424140981,0
12,2,0,1,-150,-21.7508524799322,-57.246548768178,-59.1345265685578,126.125327302123,0
12,3,0,1,-135,-21.7508524799322,-47.1431631697283,-74.9256485417342,123.120260786046,0
12,4,0,1,-120,-21.7508524799322,-36.3254516295688,-86.7480519688637,119.350905557168,0
12,5,0,1,-105,-21.7508524799322,-25.3749846507889,-83.1941919737912,108.517321329665,0
12,6,62.0801726333609,1,-90,-21.7508524799322,-14.6390586801206,-73.7331164912548,94.7817477764747,0
