Day,Hour,Irradiance,Month,omega,delta,alpha_s,gamma_s,theta_i,IncidentFlux,ZoneFluxes_Zone1,ZoneFluxes_Zone2,ZoneFluxes_Zone3,ZoneFluxes_Zone4,ZoneFluxes_Zone5
2,3,0,1,-135,-22.9305436083077,-47.8902802619662,-76.2118889134499,124.233328298771,0,0,0,0,0,0
2,4,0,1,-120,-22.9305436083077,-37.0471759690981,-87.8737564563607,120.460905840238,0,0,0,0,0,0
2,5,0,1,-105,-22.9305436083077,-26.1134298260677,-82.1904085587629,108.67351776926,0,0,0,0,0,0
2,6,78.7111214918297,1,-90,-22.9305436083077,-15.4237595412737,-72.8208425565449,95.0464288349034,0,0,0,0,0,0
2,7,152.84783870584,1,-75,-22.9305436083077,-5.26498897765565,-63.2992398560648,81.7061943499863,22.8252007066524,4.665607158197103,4.619634210005112,4.70505094095542,4.550950844822289,4.283957552672475
2,8,218.101595113555,1,-60,-22.9305436083077,4.04618803877258,-53.0903164880918,68.8607072773859,82.72622692424055,15.935329322958385,17.37084226793337,16.001057980755192,16.13691081900502,17.282086533588583
2,9,270.680079580312,1,-45,-22.9305436083077,12.1194410291857,-41.7648586408964,56.8760197508485,143.41038242962625,28.65126933748045,27.741358453049287,29.51177771810717,28.93911248428691,28.56686443670244
2,10,307.527621703918,1,-30,-22.9305436083077,18.4760245723539,-29.0461595447575,46.446297526663,217.24695986190997,45.5620176429462,44.385896124587546,43.26413578414879,41.1795161574632,42.85539415276424
2,11,326.502776271515,1,-15,-22.9305436083077,22.5906143026682,-14.9618364163075,38.861520020254,232.40990372154508,46.1059877343283,48.45868249086242,47.218535656814765,46.000025579381926,44.62667226015766
2,12,326.502776271515,1,0,-22.9305436083077,24.0213563916924,0,35.9786436083076,253.85440801812373,50.38868502890537,53.155264450708444,48.35145584778985,53.27782131491712,48.68118137580295
2,13,307.527621703918,1,15,-22.9305436083077,22.5906143026682,14.9618364163075,38.861520020254,229.2729524919475,49.91981736124818,43.4535951299528,46.47885293916183,45.406476891891096,44.01421016969359
2,14,270.680079580312,1,30,-22.9305436083077,18.4760245723539,29.0461595447575,46.446297526663,163.9943898035705,31.07330018730918,33.28869548296217,34.5200430508862,32.63998059848086,32.472370483932096
2,15,218.101595113555,1,45,-22.9305436083077,12.1194410291857,41.7648586408964,56.8760197508485,119.3974263644628,25.609153556474844,22.448861136029645,23.063832261622128,22.719002391654744,25.556577018681438
2,16,152.84783870584,1,60,-22.9305436083077,4.04618803877258,53.0903164880918,68.8607072773859,55.6902723886614,11.349741921629807,11.004603467436606,10.633996743675493,11.472284565987298,11.229645689932187
2,17,78.7111214918298,1,75,-22.9305436083077,-5.26498897765565,63.2992398560648,81.7061943499863,11.149045386620019,2.3637859382024313,2.3048730962833153,2.3450833251834746,2.1116177528146194,2.0236852741361764
2,18,4.0278735317736304e-14,1,90,-22.9305436083077,-15.4237595412737,72.8208425565449,95.0464288349034,0,0,0,0,0,0
2,19,0,1,105,-22.9305436083077,-26.1134298260677,82.1904085587629,108.67351776926,0,0,0,0,0,0
2,20,0,1,120,-22.9305436083077,-37.0471759690981,87.8737564563607,120.460905840238,0,0,0,0,0,0
2,21,0,1,135,-22.9305436083077,-47.8902802619662,76.2118889134499,124.233328298771,0,0,0,0,0,0
2,22,0,1,150,-22.9305436083077,-58.0835113885423,60.57645504223,127.24600950096401,0,0,0,0,0,0
2,23,0,1,165,-22.9305436083077,-66.3561210854394,36.4666863022149,129.202613191451,0,0,0,0,0,0
3,0,0,1,-180,-22.8426556737933,-69.7945556737933,-1.87222235840785e-14,129.794555673793,0,0,0,0,0,0
3,1,0,1,-165,-22.8426556737933,-66.2785867940834,-36.3636537931579,129.115142468957,0,0,0,0,0,0
3,2,0,1,-150,-22.8426556737933,-58.019940831418,-60.4617655037615,127.159606248625,0,0,0,0,0,0
3,3,0,1,-135,-22.8426556737933,-47.8342253402869,-76.1109946793223,124.148214122805,0,0,0,0,0,0
3,4,0,1,-120,-22.8426556737933,-36.9935936200759,-87.7865029377987,120.376870047401,0,0,0,0,0,0
3,5,0,1,-105,-22.8426556737933,-26.0590886629695,-82.2673178740593,108.663318995289,0,0,0,0,0,0
3,6,77.009116731901,1,-90,-22.8426556737933,-15.366432054525,-72.8899390487183,95.0280776561553,0,0,0,0,0,0
3,7,149.542743516094,1,-75,-22.8426556737933,-5.20299514744783,-63.3617988079741,81.6790106937035,21.940879896872094,4.194214860596665,4.646432064495828,4.618085149250453,4.477091265261156,4.005056557267993
3,8,213.385489612887,1,-60,-22.8426556737933,4.11411986127024,-53.1462215812523,68.8232532125108,79.70282734416769,15.220787611657116,16.743796933113067,16.699040601494566,15.471882958844315,15.567319239058616
3,9,264.827046678076,1,-45,-22.8426556737933,12.1940468902364,-41.8123813520982,56.8260641177903,145.55960893941764,26.479284410385713,28.576920381191645,29.309431697021978,29.58965025038135,31.60432220043695
3,10,300.877818397482,1,-30,-22.8426556737933,18.5571253765279,-29.0818751076978,46.3812490027103,176.49985395280297,37.11120169716345,36.13361933410866,32.51761812271887,34.736016128918976,36.001398669893014
3,11,319.442664957998,1,-15,-22.8426556737933,22.6766371022414,-14.9813494128171,38.7810540734494,252.5670480337882,50.59278783468863,50.16816680798313,48.78574033348036,52.805011322159274,50.21534173547683
3,12,319.442664957998,1,0,-22.8426556737933,24.1092443262067,0,35.8907556737933,254.04020786494826,49.537139971348786,50.50396795600291,51.72324826580327,52.65123514299688,49.62461652879641
3,13,300.877818397482,1,15,-22.8426556737933,22.6766371022414,14.9813494128171,38.7810540734494,236.72010664401907,45.51470791623957,48.206583148323645,47.272701013908154,51.71699368489076,44.009120880656944
3,14,264.827046678076,1,30,-22.8426556737933,18.5571253765279,29.0818751076978,46.3812490027103,188.00740684869544,37.52817774429309,37.21007571982208,40.96272880837884,36.33273984364706,35.97368473255437
3,15,213.385489612887,1,45,-22.8426556737933,12.1940468902364,41.8123813520982,56.8260641177903,124.93252995892402,25.664820507926503,26.025351893554483,25.746234566383244,23.362933450816488,24.1331895402433
3,16,149.542743516094,1,60,-22.8426556737933,4.11411986127024,53.1462215812523,68.8232532125108,52.0572628362281,11.384101204715476,9.203602030635855,11.074271579751471,10.561087669174434,9.834200351950859
3,17,77.0091167319011,1,75,-22.8426556737933,-5.20299514744783,63.3617988079741,81.6790106937035,11.870477866408978,2.354142115967757,2.2697953418564154,2.344564517005728,2.435587600272597,2.4663882913064805
3,18,3.94077707331215e-14,1,90,-22.8426556737933,-15.366432054525,72.8899390487183,95.0280776561553,0,0,0,0,0,0
3,19,0,1,105,-22.8426556737933,-26.0590886629695,82.2673178740593,108.663318995289,0,0,0,0,0,0
3,20,0,1,120,-22.8426556737933,-36.9935936200759,87.7865029377987,120.376870047401,0,0,0,0,0,0
3,21,0,1,135,-22.8426556737933,-47.8342253402869,76.1109946793223,124.148214122805,0,0,0,0,0,0
3,22,0,1,150,-22.8426556737933,-58.019940831418,60.4617655037615,127.159606248625,0,0,0,0,0,0
3,23,0,1,165,-22.8426556737933,-66.2785867940834,36.3636537931579,129.115142468957,0,0,0,0,0,0
4,0,0,1,-180,-22.7479989674178,-69.6998989674178,-1.8651528083424402e-14,129.699898967418,0,0,0,0,0,0
4,1,0,1,-165,-22.7479989674178,-66.195005290269,-36.2533938997147,129.020933946878,0,0,0,0,0,0
4,2,0,1,-150,-22.7479989674178,-57.951359399472,-60.3386984461156,127.066544744849,0,0,0,0,0,0
4,3,0,1,-135,-22.7479989674178,-47.7737546458477,-76.0025737056178,124.056538451979,0,0,0,0,0,0
4,4,0,1,-120,-22.7479989674178,-36.9358132564161,-87.6926670020645,120.286354588425,0,0,0,0,0,0
4,5,0,1,-105,-22.7479989674178,-26.0005168414746,-82.350070651964,108.652284511475,0,0,0,0,0,0
4,6,75.3144311270698,1,-90,-22.7479989674178,-15.3046656387648,-72.9643145793698,95.0083004573771,0,0,0,0,0,0
4,7,146.251861273853,1,-75,-22.7479989674178,-5.1362199079917,-63.4291620132027,81.649753409977,20.071342647764922,4.073361130591538,4.168390751415628,4.0776940622840225,3.9875019789354185,3.7643947245383145
4,8,208.689664847285,1,-60,-22.7479989674178,4.18727914840125,-53.2064429279844,68.7829624102796,81.23753585980846,17.009248599017234,15.596564341347541,15.95530039868073,16.02950462813606,16.64691789262689
4,9,258.999183655861,1,-45,-22.7479989674178,12.2743894829287,-41.8635939949706,56.7723278754717,143.75333140088696,28.73103634065028,28.33019977902569,27.761360156691154,29.924606653212017,29.006128471307818
4,10,294.256611334085,1,-30,-22.7479989674178,18.644464714268,-29.120379324809,46.3112557600559,204.15371641139234,45.46078468583422,36.36832685335069,43.69029783367613,38.73706785073449,39.897239187796814
4,11,312.412914340835,1,-15,-22.7479989674178,22.7692823807895,-15.002392624471801,38.6944213827424,242.3616118511054,49.91250672646255,49.70745689089927,48.849929221611745,47.23136047474945,46.66035853738241
4,12,312.412914340835,1,0,-22.7479989674178,24.2039010325822,0,35.7960989674179,238.26715088016996,54.02265375461819,40.28099589970309,48.30775201745132,48.40938496069083,47.24636424770653
4,13,294.256611334085,1,15,-22.7479989674178,22.7692823807895,15.002392624471801,38.6944213827424,236.69242418009443,46.2320156505512,46.78097724301307,46.60217255280919,46.901296513143095,50.17596222057789
4,14,258.999183655861,1,30,-22.7479989674178,18.644464714268,29.120379324809,46.3112557600559,176.95886329137102,33.68975154518277,35.80570364269371,35.36639405252227,36.226544392622536,35.87046965834974
4,15,208.689664847285,1,45,-22.7479989674178,12.2743894829287,41.8635939949706,56.7723278754717,113.3101522254038,21.546352330774784,22.398992370077256,23.111398124946433,22.742477486086635,23.510931913518696
4,16,146.251861273853,1,60,-22.7479989674178,4.18727914840125,53.2064429279844,68.7829624102796,55.39885620303123,11.635698217116285,10.950532380655847,10.73420130672936,10.988526362417435,11.0898979361123
4,17,75.3144311270699,1,75,-22.7479989674178,-5.1362199079917,63.4291620132027,81.649753409977,11.386862968317937,2.1735270517719973,2.1630928425484277,2.196635261376488,2.448882019392642,2.404725793228382
4,18,3.85405515698059e-14,1,90,-22.7479989674178,-15.3046656387648,72.9643145793698,95.0083004573771,0,0,0,0,0,0
4,19,0,1,105,-22.7479989674178,-26.0005168414746,82.350070651964,108.652284511475,0,0,0,0,0,0
4,20,0,1,120,-22.7479989674178,-36.9358132564161,87.6926670020645,120.286354588425,0,0,0,0,0,0
4,21,0,1,135,-22.7479989674178,-47.7737546458477,76.0025737056178,124.056538451979,0,0,0,0,0,0
4,22,0,1,150,-22.7479989674178,-57.951359399472,60.3386984461156,127.066544744849,0,0,0,0,0,0
4,23,0,1,165,-22.7479989674178,-66.195005290269,36.2533938997147,129.020933946878,0,0,0,0,0,0
5,0,0,1,-180,-22.6466015380063,-69.5985015380063,-1.8576495368276e-14,129.598501538006,0,0,0,0,0,0
5,1,0,1,-165,-22.6466015380063,-66.1053854236667,-36.1360886011694,128.920015291801,0,0,0,0,0,0
5,2,0,1,-150,-22.6466015380063,-57.8777627564135,-60.2073889477478,126.966851742482,0,0,0,0,0,0
5,3,0,1,-135,-22.6466015380063,-47.7088647010661,-75.886711452991,123.958327083701,0,0,0,0,0,0
5,4,0,1,-120,-22.6466015380063,-36.8738364630871,-87.5923066086796,120.189384651874,0,0,0,0,0,0
5,5,0,1,-105,-22.6466015380063,-25.9377217994693,-82.4386249153245,108.640406478269,0,0,0,0,0,0
5,6,73.627566849255,1,-90,-22.6466015380063,-15.2384734450408,-73.0439378916904,94.9871003411371,0,0,0,0,0,0
5,7,142.976167138548,1,-75,-22.6466015380063,-5.06468161934651,-63.5013066570433,81.6184356819183,22.767078882512767,4.667257109240877,4.46080933114626,4.558731084045688,4.591180153599902,4.489101204480039
5,8,204.01551229097,1,-60,-22.6466015380063,4.26564316109919,-53.2709652726769,68.7398575711899,71.51035714503718,13.203214445627372,14.712248760157928,14.727043626439244,14.10052202291646,14.767328289896179
5,9,253.198217435255,1,-45,-22.6466015380063,12.3604429002738,-41.9184882883236,56.7148420219786,139.68986735854617,27.8816724258568,25.498585099415784,28.697826907489496,28.273432671827965,29.338350253956122
5,10,287.665962520276,1,-30,-22.6466015380063,18.7380149827197,-29.1616694814259,46.236353339524,194.77335414889114,37.872235641793175,38.82815447567276,37.639354338917784,38.82530555252874,41.608304139978685
5,11,305.415607486848,1,-15,-22.6466015380063,22.8685220797177,-15.024966084569,38.6016546128352,237.2229015820355,49.14402451066648,46.457683755429606,45.62915526620556,44.532824153169095,51.45921389656472
5,12,305.415607486848,1,0,-22.6466015380063,24.3052984619937,0,35.6947015380064,250.37342884688462,52.62432756517451,47.39712198838435,50.54091554096722,49.58816011850425,50.22290363385429
5,13,287.665962520276,1,15,-22.6466015380063,22.8685220797177,15.024966084569,38.6016546128352,226.1510946662136,44.67610024220465,48.671738733266345,46.22918570183994,44.74433325919062,41.82973672971204
5,14,253.198217435255,1,30,-22.6466015380063,18.7380149827197,29.1616694814259,46.236353339524,174.91370413350452,37.48725377176961,35.84444128215306,35.281240018795025,34.13453451069373,32.166234550093115
5,15,204.01551229097,1,45,-22.6466015380063,12.3604429002738,41.9184882883236,56.7148420219786,112.57001458250495,22.871601108643418,21.717850589708114,23.115040869969384,23.061669330579118,21.80385268360493
5,16,142.976167138548,1,60,-22.6466015380063,4.26564316109919,53.2709652726769,68.7398575711899,50.585254097551434,9.593763156972711,10.512461741947238,10.110746215098311,9.919672593603888,10.448610389929286
5,17,73.6275668492551,1,75,-22.6466015380063,-5.06468161934651,63.5013066570433,81.6184356819183,10.461730389604929,2.2685350211435154,1.918076803804563,2.102615355603137,2.174910812013217,1.9975923970404963
5,18,3.76773348035437e-14,1,90,-22.6466015380063,-15.2384734450408,73.0439378916904,94.9871003411371,0,0,0,0,0,0
5,19,0,1,105,-22.6466015380063,-25.9377217994693,82.4386249153245,108.640406478269,0,0,0,0,0,0
5,20,0,1,120,-22.6466015380063,-36.8738364630871,87.5923066086796,120.189384651874,0,0,0,0,0,0
5,21,0,1,135,-22.6466015380063,-47.7088647010661,75.886711452991,123.958327083701,0,0,0,0,0,0
5,22,0,1,150,-22.6466015380063,-57.8777627564135,60.2073889477478,126.966851742482,0,0,0,0,0,0
5,23,0,1,165,-22.6466015380063,-66.1053854236667,36.1360886011694,128.920015291801,0,0,0,0,0,0
6,0,0,1,-180,-22.5384934318055,-69.4903934318054,-1.84972793617932e-14,129.490393431805,0,0,0,0,0,0
6,1,0,1,-165,-22.5384934318055,-66.009737088179,-36.0119292096076,128.812416144868,0,0,0,0,0,0
6,2,0,1,-150,-22.5384934318055,-57.799146710010596,-60.0679802099323,126.860555913581,0,0,0,0,0,0
6,3,0,1,-135,-22.5384934318055,-47.6395520914282,-75.7634988596489,123.853607675312,0,0,0,0,0,0
6,4,0,1,-120,-22.5384934318055,-36.8076651391801,-87.4854835253263,120.085987246907,0,0,0,0,0,0
6,5,0,1,-105,-22.5384934318055,-25.8707116326198,-82.5329358971069,108.627676582288,0,0,0,0,0,0
6,6,71.9490237527478,1,-90,-22.5384934318055,-15.1678696397629,-73.1287756372549,94.9644806690598,0,0,0,0,0,0
6,7,139.716631769046,1,-75,-22.5384934318055,-4.98839999525499,-63.5782083919741,81.585071634478,18.376388030794246,3.350685449220726,3.6449503772347187,3.856167331215802,3.7663986683762785,3.758186204746722
6,8,199.364416996221,1,-60,-22.5384934318055,4.3491875147355,-53.3397723371438,68.6939629986204,68.00296841960507,13.403746593752539,13.739841915784226,13.12798827793909,14.41534917729241,13.316042454836804
6,9,247.425866967745,1,-45,-22.5384934318055,12.4521793750631,-41.9770554100189,56.6536397618844,137.23053159317422,29.36887076100184,24.320682315114873,26.414686019156807,27.40294100305125,29.723351494849442
6,10,281.107824907538,1,-30,-22.5384934318055,18.8377466047039,-29.205742711823,46.1565798535624,200.24693320738092,38.62330534554697,40.971054074774095,39.08409247637151,39.020063126023416,42.54841818466494
6,11,298.45281784907303,1,-15,-22.5384934318055,22.9743261394356,-15.0490698582063,38.5027888012443,227.80668127120046,45.96850636015684,43.55100725060074,46.565576356552775,47.16241159610403,44.5591797077861
6,12,298.45281784907303,1,0,-22.5384934318055,24.4134065681945,0,35.5865934318055,242.71362215158237,48.28273153946511,52.364614300191725,48.533237848275014,42.5029621180074,51.03007634564311
6,13,281.107824907538,1,15,-22.5384934318055,22.9743261394356,15.0490698582063,38.5027888012443,232.33991381269857,45.23218724929349,46.8929478307749,48.10316565995758,41.352115035194075,50.75949803747851
6,14,247.425866967745,1,30,-22.5384934318055,18.8377466047039,29.205742711823,46.1565798535624,183.72821088918303,38.86763281460344,33.91459848729262,37.133715777889776,40.280625170358796,33.53163863903839
6,15,199.364416996221,1,45,-22.5384934318055,12.4521793750631,41.9770554100189,56.6536397618844,103.57874805996107,21.834515551062104,19.958026058424423,20.359433507507834,20.613857237582458,20.812915705384256
6,16,139.716631769046,1,60,-22.5384934318055,4.3491875147355,53.3397723371438,68.6939629986204,50.468161881429424,10.338727276904942,10.154981958670572,10.108860063640797,9.81818299362674,10.047409588586376
6,17,71.9490237527479,1,75,-22.5384934318055,-4.98839999525499,63.5782083919741,81.585071634478,11.161609490998858,2.2497864396384424,2.2115419686875053,2.1639755092212116,2.1654473282122515,2.370858245239446
6,18,3.6818376224092604e-14,1,90,-22.5384934318055,-15.1678696397629,73.1287756372549,94.9644806690598,0,0,0,0,0,0
6,19,0,1,105,-22.5384934318055,-25.8707116326198,82.5329358971069,108.627676582288,0,0,0,0,0,0
6,20,0,1,120,-22.5384934318055,-36.8076651391801,87.4854835253263,120.085987246907,0,0,0,0,0,0
6,21,0,1,135,-22.5384934318055,-47.6395520914282,75.7634988596489,123.853607675312,0,0,0,0,0,0
6,22,0,1,150,-22.5384934318055,-57.799146710010596,60.0679802099323,126.860555913581,0,0,0,0,0,0
6,23,0,1,165,-22.5384934318055,-66.009737088179,36.0119292096076,128.812416144868,0,0,0,0,0,0
7,0,0,1,-180,-22.4237066835802,-69.3756066835802,-1.8414039632390202e-14,129.37560668358,0,0,0,0,0,0
7,1,0,1,-165,-22.4237066835802,-65.9080712943357,-35.8811156435482,128.698168113833,0,0,0,0,0,0
7,2,0,1,-150,-22.4237066835802,-57.7155073003027,-59.9206232180467,126.74768784362401,0,0,0,0,0,0
7,3,0,1,-135,-22.4237066835802,-47.5658135276087,-75.6330321910162,123.742409740312,0,0,0,0,0,0
7,4,0,1,-120,-22.4237066835802,-36.7373015372892,-87.3722632447487,119.976191200499,0,0,0,0,0,0
7,5,0,1,-105,-22.4237066835802,-25.7994951174632,-82.6329560938753,108.614086056124,0,0,0,0,0,0
7,6,70.2792992260934,1,-90,-22.4237066835802,-15.0928694161685,-73.2187924127549,94.940445068499,0,0,0,0,0,0
7,7,136.474221036025,1,-75,-22.4237066835802,-4.90739610643229,-63.6598413630615,81.5496763306017,18.499318592863656,3.711557901431207,3.8080207517693374,3.680077681568381,3.558650295094876,3.7410119629998535
7,8,194.737757182952,1,-60,-22.4237066835802,4.43788618119628,-53.4128468379323,68.6453045883952,75.05020911370369,14.677620675077879,15.758967431415126,15.145266687747675,15.25396135925843,14.214392960204577
7,9,241.683842725353,1,-45,-22.4237066835802,12.5495692850907,-42.0392860090927,56.5887564957346,131.2610280804737,28.081767589180384,25.705979890923647,25.50992302826935,27.39198853718359,24.57136903491674
7,10,274.58414181358,1,-30,-22.4237066835802,18.9436280357568,-29.2525960084382,46.0719759832414,186.0378108846514,36.14062446012481,38.853117592178435,39.044132111031395,34.29049181316377,37.70944490815299
7,11,291.526608652347,1,-15,-22.4237066835802,23.0866625076813,-15.0747040482196,38.3978613580234,214.3288158808038,43.40933448758358,43.401733583185184,45.32245103172377,40.01913700170708,42.17615977660418
7,12,291.526608652347,1,0,-22.4237066835802,24.5281933164198,0,35.4718066835802,237.3274664954187,45.4055439039435,48.30155442681042,45.93828467096687,48.20187086065517,49.48021263304273
7,13,274.58414181358,1,15,-22.4237066835802,23.0866625076813,15.0747040482196,38.3978613580234,206.58527891354515,42.601283129206145,40.950658760822485,41.34762893268019,41.20484671686044,40.48086137397591
7,14,241.683842725353,1,30,-22.4237066835802,18.9436280357568,29.2525960084382,46.0719759832414,163.19666399451154,34.37608557495399,31.69505583313158,31.95518374438844,33.819703240994876,31.350635601042647
7,15,194.737757182952,1,45,-22.4237066835802,12.5495692850907,42.0392860090927,56.5887564957346,114.13523962915856,23.293431053223486,21.07890156564266,22.52561756775539,22.52281476536665,24.714474677170376
7,16,136.474221036025,1,60,-22.4237066835802,4.43788618119628,53.4128468379323,68.6453045883952,49.25964234878668,9.64700336590587,9.496211683947603,10.962154376947735,9.23128683902505,9.922986082960417
7,17,70.2792992260935,1,75,-22.4237066835802,-4.90739610643229,63.6598413630615,81.5496763306017,9.774223038954384,1.9948933010834993,1.897816944192397,1.9115220922597493,2.0192195013227168,1.9507712000960216
7,18,3.59639303594174e-14,1,90,-22.4237066835802,-15.0928694161685,73.2187924127549,94.940445068499,0,0,0,0,0,0
7,19,0,1,105,-22.4237066835802,-25.7994951174632,82.6329560938753,108.614086056124,0,0,0,0,0,0
7,20,0,1,120,-22.4237066835802,-36.7373015372892,87.3722632447487,119.976191200499,0,0,0,0,0,0
7,21,0,1,135,-22.4237066835802,-47.5658135276087,75.6330321910162,123.742409740312,0,0,0,0,0,0
7,22,0,1,150,-22.4237066835802,-57.7155073003027,59.9206232180467,126.74768784362401,0,0,0,0,0,0
7,23,0,1,165,-22.4237066835802,-65.9080712943357,35.8811156435482,128.698168113833,0,0,0,0,0,0
8,0,0,1,-180,-22.3022753071214,-69.2541753071213,-1.8326940632363802e-14,129.254175307121,0,0,0,0,0,0
8,1,0,1,-165,-22.3022753071214,-65.8004002429309,-35.7438556819731,128.577304764561,0,0,0,0,0,0
8,2,0,1,-150,-22.3022753071214,-57.6268408910605,-59.7654763864164,126.628280025272,0,0,0,0,0,0
8,3,0,1,-135,-22.3022753071214,-47.4876459103643,-75.4954128809356,123.624764644214,0,0,0,0,0,0
8,4,0,1,-120,-22.3022753071214,-36.662748304746,-87.2527148968885,119.860027154339,0,0,0,0,0,0
8,5,0,1,-105,-22.3022753071214,-25.7240817355713,-82.7386353222637,108.59962569934,0,0,0,0,0,0
8,6,68.6188880447048,1,-90,-22.3022753071214,-15.0134890062557,-73.3139507987245,94.9149974395418,0,0,0,0,0,0
8,7,133.249895735761,1,-75,-22.3022753071214,-4.82169238388611,-63.7461782346853,81.5122657670329,19.519107228470613,4.013481497661903,4.043055755576336,3.8684097620430613,3.7128409976290704,3.881319215560244
8,8,190.136903830318,1,-60,-22.3022753071214,4.53171149121549,-53.4901705044779,68.5939098175368,64.3676401633733,13.61038631662608,12.139710313834637,12.257474395668746,13.35000307248637,13.010066064757462
8,9,235.973846193783,1,-45,-22.3022753071214,12.6525811587916,-42.105170218438,56.5202298086723,134.35833367195593,27.33201991839075,27.04427244741994,24.9822948607559,27.606440249544743,27.3933061958446
8,10,268.096846346496,1,-30,-22.3022753071214,19.0556257716648,-29.3022262315426,45.9825849749674,190.79514109187983,37.82451606750745,37.013018509151856,41.15082212477155,37.67559668628724,37.13118770416174
8,11,284.639032281937,1,-15,-22.3022753071214,23.2054971484034,-15.1018688014411,38.2869120655744,223.34728034082133,44.96856039334459,45.09007981094622,45.658475571704365,40.89733323016971,46.73283133465647
8,12,284.639032281937,1,0,-22.3022753071214,24.6496246928786,0,35.3503753071214,233.91800939076538,46.647196520269674,47.420299983684444,46.08752615353031,45.91279509973829,47.85019163354268
8,13,268.096846346496,1,15,-22.3022753071214,23.2054971484034,15.1018688014411,38.2869120655744,204.28820029816944,41.029122948694344,40.23971385790395,41.626438556571294,42.804737941383706,38.58818699361614
