Day,Hour,Irradiance
8,6,68.61888804470478
8,7,133.24989573576087
8,8,190.1369038303184
8,9,235.97384619378286
8,10,268.0968463464959
8,11,284.6390322819367
8,12,284.6390322819367
8,13,268.09684634649597
8,14,235.9738461937829
8,15,190.13690383031852
8,16,133.2498957357609
8,17,68.61888804470486
8,18,3.5114250400268206e-14
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
9,0,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.0
9,5,0.0
9,6,66.96828222424965
9,7,130.04461130542742
9,8,185.56322027046278
9,9,230.29756936824054
9,10,261.64786083194065
9,11,277.79212967536586
9,12,277.7921296753659
9,13,261.6478608319407
9,14,230.29756936824057
9,15,185.56322027046286
9,16,130.04461130542745
9,17,66.96828222424973
9,18,3.426958812515467e-14
9,19,0.0
9,20,0.0
9,21,0.0
9,22,0.0
9,23,0.0
10,0,0.0
10,1,0.0
10,2,0.0
10,3,0.0
10,4,0.0
10,5,0.0
10,6,65.32797087485548
10,7,126.85931753997671
10,8,181.01806178453177
10,9,224.6566942520527
10,10,255.23909624350196
10,11,270.987929717645
10,12,270.98792971764505
10,13,255.23909624350205
10,14,224.65669425205272
10,15,181.01806178453188
10,16,126.85931753997674
10,17,65.32797087485557
10,18,3.343019382573811e-14
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
11,0,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,63.698440056176004
11,7,123.6949583106959
11,8,176.5027752010776
11,9,219.05289235825657
11,10,248.87245163644027
11,11,264.22844864006856
11,12,264.22844864006856
11,13,248.87245163644033
11,14,219.0528923582566
11,15,176.5027752010777
11,16,123.69495831069592
11,17,63.69844005617609
11,18,3.259631623266509e-14
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
12,0,0.0
12,1,0.0
12,2,0.0
12,3,0.0
12,4,0.0
12,5,0.0
12,6,62.080172633360924
12,7,120.552471285517
12,8,172.01869849696274
12,9,213.48782421429323
12,10,242.54981358495593
12,11,257.5156894227613
12,12,257.51568942276134
12,13,242.549813584956
12,14,213.48782421429325
12,15,172.01869849696283
12,16,120.55247128551703
12,17,62.08017263336101
12,18,3.176820244186299e-14
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
13,0,0.0
13,1,0.0
13,2,0.0
13,3,0.0
13,4,0.0
13,5,0.0
13,6,60.47364813397267
13,7,117.43278765116598
13,8,167.56716040088878
13,9,207.96313886995756
13,10,236.2730556231572
13,11,250.85164120115238
13,12,250.8516412011524
13,13,236.27305562315726
13,14,207.9631388699576
13,15,167.56716040088887
13,16,117.43278765116601
13,17,60.47364813397275
13,18,3.094609784132017e-14
13,19,0.0
13,20,0.0
13,21,0.0
13,22,0.0
13,23,0.0
14,0,0.0
14,1,0.0
14,2,0.0
14,3,0.0
14,4,0.0
14,5,0.0
14,6,58.87934260589207
14,7,114.33683183723203
14,8,163.14947999966583
14,9,202.48047340874976
14,10,230.04403768989187
14,11,244.23827867655194
14,12,244.23827867655197
14,13,230.04403768989192
14,14,202.4804734087498
14,15,163.1494799996659
14,16,114.33683183723205
14,17,58.87934260589215
14,18,3.0130246038372245e-14
14,19,0.0
14,20,0.0
14,21,0.0
14,22,0.0
14,23,0.0
15,0,0.0
15,1,0.0
15,2,0.0
15,3,0.0
15,4,0.0
15,5,0.0
15,6,57.29772847625502
15,7,111.26552124223898
15,8,158.76696634733798
15,9,197.04145246277147
15,10,223.86460557760668
15,11,237.677561531004
15,12,237.67756153100402
15,13,223.8646055776067
15,14,197.0414524627715
15,15,158.76696634733807
15,16,111.265521242239
15,17,57.297728476255095
15,18,2.9320888787515954e-14
15,19,0.0
15,20,0.0
15,21,0.0
15,22,0.0
15,23,0.0
16,0,0.0
16,1,0.0
16,2,0.0
16,3,0.0
16,4,0.0
16,5,0.0
16,6,55.729274411462164
16,7,108.21976596180048
16,8,154.42091807728295
16,9,191.6476877313128
16,10,217.73659038539964
16,11,231.17143384659076
16,12,231.1714338465908
16,13,217.73659038539967
16,14,191.64768773131283
16,15,154.42091807728303
16,16,108.2197659618005
16,17,55.72927441146224
16,18,2.8518265918772095e-14
16,19,0.0
16,20,0.0
16,21,0.0
16,22,0.0
16,23,0.0
17,0,0.0
17,1,0.0
17,2,0.0
17,3,0.0
17,4,0.0
17,5,0.0
17,6,54.17444517830293
17,7,105.20046851893892
17,8,150.1126230173985
17,9,186.30077750327058
17,10,211.6618079764256
17,11,224.72182352935886
17,12,224.72182352935886
17,13,211.66180797642565
17,14,186.3007775032706
17,15,150.1126230173986
17,16,105.20046851893895
17,17,54.17444517830301
17,18,2.7722615266618698e-14
17,19,0.0
17,20,0.0
17,21,0.0
17,22,0.0
17,23,0.0
18,0,0.0
18,1,0.0
18,2,0.0
18,3,0.0
18,4,0.0
18,5,0.0
18,6,52.633701506235
18,7,102.20852359664826
18,8,145.8433578084914
18,9,181.002306183541
18,10,205.64205843981665
18,11,218.33064173803896
18,12,218.330641738039
18,13,205.6420584398167
18,14,181.00230618354104
18,15,145.84335780849145
18,16,102.20852359664829
18,17,52.63370150623507
18,18,2.6934172599515508e-14
18,19,0.0
18,20,0.0
18,21,0.0
18,22,0.0
18,23,0.0
19,0,0.0
19,1,0.0
19,2,0.0
19,3,0.0
19,4,0.0
19,5,0.0
19,6,51.107499950860465
19,7,99.24481777278064
19,8,141.6143875259815
19,9,175.7538438235268
19,10,199.6791255572777
19,11,211.9997823177293
19,12,211.99978231772934
19,13,199.67912555727776
19,14,175.75384382352684
19,15,141.61438752598156
19,16,99.24481777278066
19,17,51.10749995086054
19,18,2.6153171550040828e-14
19,19,0.0
19,20,0.0
19,21,0.0
19,22,0.0
19,23,0.0
20,0,0.0
20,1,0.0
20,2,0.0
20,3,0.0
20,4,0.0
20,5,0.0
20,6,49.59629275863825
20,7,96.31022925733352
20,8,137.426965305032
20,9,170.5569456558961
20,10,193.7747762745122
20,11,205.73112123870692
20,12,205.73112123870695
20,13,193.77477627451225
20,14,170.5569456558961
20,15,137.42696530503207
20,16,96.31022925733353
20,17,49.59629275863832
20,18,2.537984354566096e-14
20,19,0.0
20,20,0.0
20,21,0.0
20,22,0.0
20,23,0.0
21,0,0.0
21,1,0.0
21,2,0.0
21,3,0.0
21,4,0.0
21,5,0.0
21,6,48.100527732873964
21,7,93.40562763221772
21,8,133.2823319692191
21,9,165.41315163373432
21,10,187.93076017763906
21,11,199.5265160405385
21,12,199.52651604053852
21,13,187.93076017763912
21,14,165.41315163373432
21,15,133.28233196921917
21,16,93.40562763221773
21,17,48.100527732874035
21,18,2.4614417740153407e-14
21,19,0.0
21,20,0.0
21,21,0.0
21,22,0.0
21,23,0.0
22,0,0.0
22,1,0.0
22,2,0.0
22,3,0.0
22,4,0.0
22,5,0.0
22,6,46.620648101025985
22,7,90.53187359358115
22,8,129.1817156628486
22,9,160.32398597422232
22,10,182.14880897475194
22,11,193.38780528165054
22,12,193.38780528165057
22,13,182.14880897475197
22,14,160.32398597422235
22,15,129.1817156628487
22,16,90.53187359358118
22,17,46.62064810102605
22,18,2.3857120945703574e-14
22,19,0.0
22,20,0.0
22,21,0.0
22,22,0.0
22,23,0.0
23,0,0.0
23,1,0.0
23,2,0.0
23,3,0.0
23,4,0.0
23,5,0.0
23,6,45.15709238336762
23,7,87.68981869676615
23,8,125.12633148703063
23,9,155.29095670697822
23,10,176.4306359827769
23,11,187.31680799452502
23,12,187.31680799452505
23,13,176.43063598277692
23,14,155.29095670697825
23,15,125.1263314870307
23,16,87.68981869676618
23,17,45.15709238336768
23,18,2.3108177565695455e-14
23,19,0.0
23,20,0.0
23,21,0.0
23,22,0.0
23,23,0.0
24,0,0.0
24,1,0.0
24,2,0.0
24,3,0.0
24,4,0.0
24,5,0.0
24,6,43.71029426304419
24,7,84.8803051039753
24,8,121.11738113961897
24,9,150.31555522719572
24,10,170.77793561977995
24,11,181.3153231466812
24,12,181.31532314668124
24,13,170.77793561977998
24,14,150.31555522719572
24,15,121.11738113961903
24,16,84.88030510397533
24,17,43.71029426304425
24,18,2.236780952821609e-14
24,19,0.0
24,20,0.0
24,21,0.0
24,22,0.0
24,23,0.0
25,0,0.0
25,1,0.0
25,2,0.0
25,3,0.0
25,4,0.0
25,5,0.0
25,6,42.28068245756315
25,7,82.1041653347203
25,8,117.15605255912163
25,9,145.399255853711
25,10,165.1923829028737
25,11,175.38512910760195
25,12,175.38512910760198
25,13,165.19238290287373
25,14,145.39925585371103
25,15,117.15605255912169
25,16,82.10416533472034
25,17,42.28068245756321
25,18,2.163623622029341e-14
25,19,0.0
25,20,0.0
25,21,0.0
25,22,0.0
25,23,0.0
26,0,0.0
26,1,0.0
26,2,0.0
26,3,0.0
26,4,0.0
26,5,0.0
26,6,40.86868059175603
26,7,79.36222201912884
26,8,113.24351957268955
26,9,140.54351539213098
26,10,159.67563295187432
26,11,169.52798312176517
26,12,169.5279831217652
26,13,159.67563295187438
26,14,140.54351539213098
26,15,113.2435195726896
26,16,79.36222201912885
26,17,40.86868059175609
26,18,2.0913674422887206e-14
26,19,0.0
26,20,0.0
26,21,0.0
26,22,0.0
26,23,0.0
27,0,0.0
27,1,0.0
27,2,0.0
27,3,0.0
27,4,0.0
27,5,0.0
27,6,39.474707072249196
27,7,76.65528765418131
27,8,109.38094154828602
27,9,135.74977270314992
27,10,154.2293204988536
27,11,163.7456207879341
27,12,163.74562078793412
27,13,154.22932049885364
27,14,135.74977270314994
27,15,109.38094154828607
27,16,76.65528765418132
27,17,39.474707072249245
27,18,2.020033824665222e-14
27,19,0.0
27,20,0.0
27,21,0.0
27,22,0.0
27,23,0.0
28,0,0.0
28,1,0.0
28,2,0.0
28,3,0.0
28,4,0.0
28,5,0.0
28,6,38.09917496348084
28,7,73.98416436295044
28,8,105.56946305114086
28,9,131.0194482761839
28,10,148.85505940373233
28,11,158.03975554486172
28,12,158.03975554486175
28,13,148.85505940373235
28,14,131.0194482761839
28,15,105.56946305114091
28,16,73.98416436295045
28,17,38.09917496348089
28,18,1.9496439068492507e-14
28,19,0.0
28,20,0.0
28,21,0.0
28,22,0.0
28,23,0.0
29,0,0.0
29,1,0.0
29,2,0.0
29,3,0.0
29,4,0.0
29,5,0.0
29,6,36.74249186530125
29,7,71.34964365691503
29,8,101.81021350459129
29,9,126.3539438084495
29,10,143.5544421760591
29,11,152.41207816356234
29,12,152.41207816356234
29,13,143.55444217605913
29,14,126.35394380844953
29,15,101.81021350459133
29,16,71.34964365691505
29,17,36.7424918653013
29,18,1.8802185468925965e-14
29,19,0.0
29,20,0.0
29,21,0.0
29,22,0.0
29,23,0.0
30,0,0.0
30,1,0.0
30,2,0.0
30,3,0.0
30,4,0.0
30,5,0.0
30,6,35.40505979219201
30,7,68.75250620141789
30,8,98.10430685540919
30,9,121.75464178961033
30,10,138.32903950311515
30,11,146.86425624629925
30,12,146.86425624629925
30,13,138.32903950311518
30,14,121.75464178961035
30,15,98.10430685540923
30,16,68.75250620141792
30,17,35.40505979219206
30,18,1.8117783170277357e-14
30,19,0.0
30,20,0.0
30,21,0.0
30,22,0.0
30,23,0.0
31,0,0.0
31,1,0.0
31,2,0.0
31,3,0.0
31,4,0.0
31,5,0.0
31,6,34.087275054140534
31,7,66.19352158433786
31,8,94.45284124371467
31,9,117.22290509211555
31,10,133.18039978448584
31,11,141.39793373243822
31,12,141.39793373243825
31,13,133.18039978448587
31,14,117.22290509211558
31,15,94.45284124371473
31,16,66.19352158433787
31,17,34.087275054140584
31,18,1.7443434975718378e-14
31,19,0.0
31,20,0.0
31,21,0.0
31,22,0.0
31,23,0.0
32,0,0.0
32,1,0.0
32,2,0.0
32,3,0.0
32,4,0.0
32,5,0.0
32,6,32.78952813920484
32,7,63.673448088044424
32,8,90.85689867757362
32,9,112.7600765673516
32,10,128.11004867323663
32,11,136.01473041131314
32,12,136.01473041131314
32,13,128.11004867323666
32,14,112.76007656735162
32,15,90.85689867757367
32,16,63.673448088044445
32,17,32.78952813920488
32,18,1.6779340709172705e-14
32,19,0.0
32,20,0.0
32,21,0.0
32,22,0.0
32,23,0.0
33,0,0.0
33,1,0.0
33,2,0.0
33,3,0.0
33,4,0.0
33,5,0.0
33,6,31.51220359780348
33,7,61.193032464702156
33,8,87.31754471237515
33,9,108.36747864772606
33,10,123.11948862382886
33,11,130.716241442247
33,12,130.71624144224702
33,13,123.11948862382889
33,14,108.36747864772607
33,15,87.3175447123752
33,16,61.19303246470217
33,17,31.512203597803524
33,18,1.612569715610385e-14
33,19,0.0
33,20,0.0
33,21,0.0
33,22,0.0
33,23,0.0
34,0,0.0
34,1,0.0
34,2,0.0
34,3,0.0
34,4,0.0
34,5,0.0
34,6,30.255679928765
34,7,58.75300971499202
34,8,83.83582813508468
34,9,104.04641295480255
34,10,118.21019844691028
34,11,125.50403688187217
34,12,125.50403688187218
34,13,118.21019844691031
34,14,104.04641295480256
34,15,83.83582813508472
34,16,58.75300971499203
34,17,30.255679928765044
34,18,1.548269800520336e-14
34,19,0.0
34,20,0.0
34,21,0.0
34,22,0.0
34,23,0.0
35,0,0.0
35,1,0.0
35,2,0.0
35,3,0.0
35,4,0.0
35,5,0.0
35,6,29.020329467170555
35,7,56.35410287031477
35,8,80.41278065346567
35,9,99.79815991360215
35,10,113.38363287111156
35,11,120.37966121888849
35,12,120.3796612188885
35,13,113.38363287111159
35,14,99.79815991360216
35,15,80.41278065346572
35,16,56.35410287031478
35,17,29.020329467170594
35,18,1.4850533790996718e-14
35,19,0.0
35,20,0.0
35,21,0.0
35,22,0.0
35,23,0.0
36,0,0.0
36,1,0.0
36,2,0.0
36,3,0.0
36,4,0.0
36,5,0.0
36,6,27.806518274022935
36,7,53.9970227785411
36,8,77.04941659036231
36,9,95.62397837318571
36,10,108.64122211197851
36,11,115.3446329163979
36,12,115.34463291639791
36,13,108.64122211197854
36,14,95.62397837318572
36,15,77.04941659036236
36,16,53.997022778541115
36,17,27.806518274022974
36,18,1.42293918373838e-14
36,19,0.0
36,20,0.0
36,21,0.0
36,22,0.0
36,23,0.0
37,0,0.0
37,1,0.0
37,2,0.0
37,3,0.0
37,4,0.0
37,5,0.0
37,6,26.61460602777487
37,7,51.68246789337217
37,8,73.74673258313385
37,9,91.52510523362992
37,10,103.9843714481687
37,11,110.40044396195128
37,12,110.4004439619513
37,13,103.98437144816872
37,14,91.52510523362993
37,15,73.74673258313389
37,16,51.682467893372184
37,17,26.614606027774908
37,18,1.3619456202130814e-14
37,19,0.0
37,20,0.0
37,21,0.0
37,22,0.0
37,23,0.0
38,0,0.0
38,1,0.0
38,2,0.0
38,3,0.0
38,4,0.0
38,5,0.0
38,6,25.4449459177485
38,7,49.411124067372654
38,8,70.50570728832939
38,9,87.50275507950693
38,10,99.4144608050369
38,11,105.54855942544017
38,12,105.54855942544019
38,13,99.41446080503692
38,14,87.50275507950694
38,15,70.50570728832942
38,16,49.41112406737266
38,17,25.444945917748534
38,18,1.3020907622329969e-14
38,19,0.0
38,20,0.0
38,21,0.0
38,22,0.0
38,23,0.0
39,0,0.0
39,1,0.0
39,2,0.0
39,3,0.0
39,4,0.0
39,5,0.0
39,6,24.297884539477753
39,7,47.18366434873779
39,8,67.32730109169083
39,9,83.55811981997685
39,10,94.93284434573341
39,11,100.790417024965
39,12,100.79041702496501
39,13,94.93284434573344
39,14,83.55811981997687
39,15,67.32730109169086
39,16,47.18366434873781
39,17,24.29788453947779
39,18,1.2433923460843197e-14
39,19,0.0
39,20,0.0
39,21,0.0
39,22,0.0
39,23,0.0
40,0,0.0
40,1,0.0
40,2,0.0
40,3,0.0
40,4,0.0
40,5,0.0
40,6,23.173761792004626
40,7,45.000748781854746
40,8,64.21245582356985
40,9,79.69236833559927
40,10,90.54085006993634
40,11,96.1274267008081
40,12,96.12742670080812
40,13,90.54085006993637
40,14,79.69236833559928
40,15,64.21245582356988
40,16,45.00074878185475
40,17,23.173761792004658
40,18,1.1858677653745702e-14
40,19,0.0
40,20,0.0
40,21,0.0
40,22,0.0
40,23,0.0
41,0,0.0
41,1,0.0
41,2,0.0
41,3,0.0
41,4,0.0
41,5,0.0
41,6,22.072910777159763
41,7,42.863024211717175
41,8,61.162094479843326
41,9,75.90664613196881
41,10,86.23977942033665
41,11,91.5609701976382
41,12,91.56097019763821
41,13,86.23977942033666
41,14,75.90664613196883
41,15,61.162094479843354
41,16,42.86302421171718
41,17,22.072910777159795
41,18,1.1295340658784955e-14
41,19,0.0
41,20,0.0
41,21,0.0
41,22,0.0
41,23,0.0
42,0,0.0
42,1,0.0
42,2,0.0
42,3,0.0
42,4,0.0
42,5,0.0
42,6,20.99565770085716
42,7,40.771124092251064
42,8,58.177120948409524
42,9,72.20207500027693
42,10,82.03090689699245
42,11,87.0924006550693
42,12,87.09240065506931
42,13,82.03090689699246
42,14,72.20207500027693
42,15,58.17712094840955
42,16,40.77112409225107
42,17,20.995657700857187
42,18,1.0744079404870363e-14
42,19,0.0
42,20,0.0
42,21,0.0
42,22,0.0
42,23,0.0
43,0,0.0
43,1,0.0
43,2,0.0
43,3,0.0
43,4,0.0
43,5,0.0
43,6,19.942321776432347
43,7,38.7256682986087
43,8,55.25841974134682
43,9,68.57975268490115
43,10,77.91547967966733
43,11,82.7230422066965
43,12,82.72304220669652
43,13,77.91547967966734
43,14,68.57975268490115
43,15,55.25841974134685
43,16,38.72566829860872
43,17,19.942321776432372
43,18,1.0205057242608656e-14
43,19,0.0
43,20,0.0
43,21,0.0
43,22,0.0
43,23,0.0
44,0,0.0
44,1,0.0
44,2,0.0
44,3,0.0
44,4,0.0
44,5,0.0
44,6,18.913215130052592
44,7,36.72726294348633
44,8,52.406855732813625
44,9,65.04075255811964
44,10,73.89471725826401
44,11,78.45418958772657
44,12,78.45418958772659
44,13,73.89471725826402
44,14,65.04075255811965
44,15,52.40685573281365
44,16,36.72726294348634
44,17,18.913215130052617
44,18,9.678433895899562e-15
44,19,0.0
44,20,0.0
44,21,0.0
44,22,0.0
44,23,0.0
45,0,0.0
45,1,0.0
45,2,0.0
45,3,0.0
45,4,0.0
45,5,0.0
45,6,17.908642708227145
45,7,34.77650019751975
45,8,49.62327390276742
45,9,61.58612330204783
45,10,69.96981107146306
45,11,74.28710775131985
45,12,74.28710775131985
45,13,69.96981107146307
45,14,61.58612330204784
45,15,49.62327390276745
45,16,34.77650019751976
45,17,17.90864270822717
45,18,9.164365414606172e-15
45,19,0.0
45,20,0.0
45,21,0.0
45,22,0.0
45,23,0.0
46,0,0.0
46,1,0.0
46,2,0.0
46,3,0.0
46,4,0.0
46,5,0.0
46,6,16.928902187445058
46,7,32.87395811381154
46,8,46.90849908657911
46,9,58.21688859789133
46,10,66.14192415367408
46,11,70.22303149375749
46,12,70.2230314937575
46,13,66.1419241536741
46,14,58.216888597891334
46,15,46.908499086579134
46,16,32.87395811381155
46,17,16.928902187445082
46,18,8.663004128314005e-15
46,19,0.0
46,20,0.0
46,21,0.0
46,22,0.0
46,23,0.0
47,0,0.0
47,1,0.0
47,2,0.0
47,3,0.0
47,4,0.0
47,5,0.0
47,6,15.974283885967163
47,7,31.0202004566413
47,8,44.26333573061635
47,9,54.934046822607
47,10,62.412190790403386
47,11,66.26316508854455
47,12,66.26316508854455
47,13,62.4121907904034
47,14,54.93404682260701
47,15,44.26333573061637
47,16,31.02020045664131
47,17,15.974283885967186
47,18,8.17449860119245e-15
47,19,0.0
47,20,0.0
47,21,0.0
47,22,0.0
47,23,0.0
48,0,0.0
48,1,0.0
48,2,0.0
48,3,0.0
48,4,0.0
48,5,0.0
48,6,15.045070677798531
48,7,29.215776534410214
48,8,41.68856765386879
48,9,51.73857075306237
48,10,58.781716182140705
48,11,62.40868192955778
48,12,62.40868192955779
48,13,58.78171618214072
48,14,51.738570753062376
48,15,41.68856765386881
48,16,29.21577653441022
48,17,15.045070677798552
48,18,7.698993587971999e-15
48,19,0.0
48,20,0.0
48,21,0.0
48,22,0.0
48,23,0.0
49,0,0.0
49,1,0.0
49,2,0.0
49,3,0.0
49,4,0.0
49,5,0.0
49,6,14.141537908866818
49,7,27.461221036869112
49,8,39.18495781568564
49,9,48.6314072777809
49,10,55.25157611686458
49,11,58.660724183343795
49,12,58.6607241833438
49,13,55.25157611686459
49,14,48.63140727778091
49,15,39.184957815685664
49,16,27.46122103686912
49,17,14.141537908866837
49,18,7.236629991050318e-15
49,19,0.0
49,20,0.0
49,21,0.0
49,22,0.0
49,23,0.0
50,0,0.0
50,1,0.0
50,2,0.0
50,3,0.0
50,4,0.0
50,5,0.0
50,6,13.263953315431289
50,7,25.75705387667832
50,8,36.75324808969429
50,9,45.61347711635839
50,10,51.82281665126298
50,11,55.02040245067033
50,12,55.02040245067033
50,13,51.822816651263
50,14,45.61347711635839
50,15,36.7532480896943
50,16,25.757053876678327
50,17,13.263953315431307
50,18,6.7875448187397945e-15
50,19,0.0
50,20,0.0
50,21,0.0
50,22,0.0
50,23,0.0
51,0,0.0
51,1,0.0
51,2,0.0
51,3,0.0
51,4,0.0
51,5,0.0
51,6,12.412576944746803
51,7,24.103780035346343
51,8,34.39415904396713
51,9,42.685674546633926
51,10,48.49645380076428
51,11,51.48879543743136
51,12,51.488795437431364
51,13,48.49645380076429
51,14,42.68567454663393
51,15,34.39415904396714
51,16,24.103780035346347
51,17,12.41257694474682
51,18,6.351871144669037e-15
51,19,0.0
51,20,0.0
51,21,0.0
51,22,0.0
51,23,0.0
52,0,0.0
52,1,0.0
52,2,0.0
52,3,0.0
52,4,0.0
52,5,0.0
52,6,11.587661078006205
52,7,22.501889413592938
52,8,32.108389727501724
52,9,39.84886713969608
52,10,45.27347323846986
52,11,48.066949635003226
52,12,48.06694963500323
52,13,45.27347323846987
52,14,39.84886713969609
52,15,32.10838972750174
52,16,22.50188941359294
52,17,11.58766107800622
52,18,5.929738068350279e-15
52,19,0.0
52,20,0.0
52,21,0.0
52,22,0.0
52,23,0.0
53,0,0.0
53,1,0.0
53,2,0.0
53,3,0.0
53,4,0.0
53,5,0.0
53,6,10.789450155583948
53,7,20.951856686180953
53,8,29.89661746307748
53,9,37.10389550280284
53,10,42.154830003077926
53,11,44.755879010146664
53,12,44.75587901014667
53,13,42.15483000307794
53,14,37.10389550280285
53,15,29.896617463077494
53,16,20.951856686180957
53,17,10.789450155583964
53,18,5.521270676924412e-15
53,19,0.0
53,20,0.0
53,21,0.0
53,22,0.0
53,23,0.0
54,0,0.0
54,1,0.0
54,2,0.0
54,3,0.0
54,4,0.0
54,5,0.0
54,6,10.018180704603148
54,7,19.454141161259972
54,8,27.759497646550297
54,9,34.451573030291556
54,10,39.14144821588498
54,11,41.55656470454657
54,12,41.556564704546574
54,13,39.141448215884985
54,14,34.45157303029156
54,15,27.75949764655031
54,16,19.454141161259976
54,17,10.018180704603163
54,18,5.126590008094963e-15
54,19,0.0
54,20,0.0
54,21,0.0
54,22,0.0
54,23,0.0
55,0,0.0
55,1,0.0
55,2,0.0
55,3,0.0
55,4,0.0
55,5,0.0
55,6,9.274081268847494
55,7,18.00918664426338
55,8,25.697663552644645
55,9,31.892685662552648
55,10,36.23422080694866
55,11,38.469954744078564
55,12,38.469954744078564
55,13,36.23422080694867
55,14,31.89268566255265
55,15,25.69766355264466
55,16,18.009186644263387
55,17,9.274081268847507
55,18,4.7458130142620135e-15
55,19,0.0
55,20,0.0
55,21,0.0
55,22,0.0
55,23,0.0
56,0,0.0
56,1,0.0
56,2,0.0
56,3,0.0
56,4,0.0
56,5,0.0
56,6,8.557372341038775
56,7,16.61742130639923
56,8,23.711726147300563
56,9,29.427991653138474
56,10,33.43400925049334
56,11,35.496963757888416
56,12,35.496963757888416
56,13,33.43400925049335
56,14,29.427991653138477
56,15,23.711726147300574
56,16,16.617421306399237
56,17,8.557372341038786
56,18,4.379052527866676e-15
56,19,0.0
56,20,0.0
56,21,0.0
56,22,0.0
56,23,0.0
57,0,0.0
57,1,0.0
57,2,0.0
57,3,0.0
57,4,0.0
57,5,0.0
57,6,7.868266297500152
57,7,15.279257557773898
57,8,21.802273906631306
57,9,27.058221344076497
57,10,30.741643309636732
57,11,32.638472707367754
57,12,32.638472707367754
